DATASET,SERIES_CODE,COUNTRY,INDICATOR,WGT_TYPE,FREQUENCY,UNIT,2000-M01,2000-M02,2000-M03,2000-M04,2000-M05,2000-M06,2000-M07,2000-M08,2000-M09,2000-M10,2000-M11,2000-M12,2001-M01,2001-M02,2001-M03,2001-M04,2001-M05,2001-M06,2001-M07,2001-M08,2001-M09,2001-M10,2001-M11,2001-M12,2002-M01,2002-M02,2002-M03,2002-M04,2002-M05,2002-M06,2002-M07,2002-M08,2002-M09,2002-M10,2002-M11,2002-M12,2003-M01,2003-M02,2003-M03,2003-M04,2003-M05,2003-M06,2003-M07,2003-M08,2003-M09,2003-M10,2003-M11,2003-M12,2004-M01,2004-M02,2004-M03,2004-M04,2004-M05,2004-M06,2004-M07,2004-M08,2004-M09,2004-M10,2004-M11,2004-M12,2005-M01,2005-M02,2005-M03,2005-M04,2005-M05,2005-M06,2005-M07,2005-M08,2005-M09,2005-M10,2005-M11,2005-M12,2006-M01,2006-M02,2006-M03,2006-M04,2006-M05,2006-M06,2006-M07,2006-M08,2006-M09,2006-M10,2006-M11,2006-M12,2007-M01,2007-M02,2007-M03,2007-M04,2007-M05,2007-M06,2007-M07,2007-M08,2007-M09,2007-M10,2007-M11,2007-M12,2008-M01,2008-M02,2008-M03,2008-M04,2008-M05,2008-M06,2008-M07,2008-M08,2008-M09,2008-M10,2008-M11,2008-M12,2009-M01,2009-M02,2009-M03,2009-M04,2009-M05,2009-M06,2009-M07,2009-M08,2009-M09,2009-M10,2009-M11,2009-M12,2010-M01,2010-M02,2010-M03,2010-M04,2010-M05,2010-M06,2010-M07,2010-M08,2010-M09,2010-M10,2010-M11,2010-M12,2011-M01,2011-M02,2011-M03,2011-M04,2011-M05,2011-M06,2011-M07,2011-M08,2011-M09,2011-M10,2011-M11,2011-M12,2012-M01,2012-M02,2012-M03,2012-M04,2012-M05,2012-M06,2012-M07,2012-M08,2012-M09,2012-M10,2012-M11,2012-M12,2013-M01,2013-M02,2013-M03,2013-M04,2013-M05,2013-M06,2013-M07,2013-M08,2013-M09,2013-M10,2013-M11,2013-M12,2014-M01,2014-M02,2014-M03,2014-M04,2014-M05,2014-M06,2014-M07,2014-M08,2014-M09,2014-M10,2014-M11,2014-M12,2015-M01,2015-M02,2015-M03,2015-M04,2015-M05,2015-M06,2015-M07,2015-M08,2015-M09,2015-M10,2015-M11,2015-M12,2016-M01,2016-M02,2016-M03,2016-M04,2016-M05,2016-M06,2016-M07,2016-M08,2016-M09,2016-M10,2016-M11,2016-M12,2017-M01,2017-M02,2017-M03,2017-M04,2017-M05,2017-M06,2017-M07,2017-M08,2017-M09,2017-M10,2017-M11,2017-M12,2018-M01,2018-M02,2018-M03,2018-M04,2018-M05,2018-M06,2018-M07,2018-M08,2018-M09,2018-M10,2018-M11,2018-M12,2019-M01,2019-M02,2019-M03,2019-M04,2019-M05,2019-M06,2019-M07,2019-M08,2019-M09,2019-M10,2019-M11,2019-M12,2020-M01,2020-M02,2020-M03,2020-M04,2020-M05,2020-M06,2020-M07,2020-M08,2020-M09,2020-M10,2020-M11,2020-M12,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12
IMF.RES:CTOT(5.0.1),AGO.CEMPI_CTOTXM_GDP.R_RW_IX.M,Angola,"Commodity Net Export Price Index, Individual Commodities Weighted by Ratio of Net Exports to GDP","Recent, Rolling weights, Index",Monthly,,58.9141960144,60.4823570251,60.5649223328,57.4791564941,60.5047340393,62.3700408936,61.2885093689,62.5982475281,64.4234771729,63.907371521,64.6802749634,59.1532402039,59.9272117615,61.5214424133,59.403755188,60.1670227051,61.8295860291,61.5138435364,59.2743759155,60.3653259277,59.912563324,55.1241912842,52.3047294617,52.2000694275,53.2251968384,54.4582099915,59.2719116211,61.38879776,61.6708183289,60.2859306335,61.6677474976,62.7926445007,64.6073532104,63.5854454041,60.242149353,64.1659469604,66.9130706787,69.3569030762,66.5449752808,61.2615776062,61.6521987915,63.7219467163,64.3077163696,65.2711181641,62.0281639099,64.1255493164,64.0052719116,64.7497711182,65.8880386353,65.7303619385,67.4125366211,67.5288925171,70.5094833374,68.8121414185,70.6321334839,73.6718521118,73.3562240601,77.3045349121,73.6604690552,71.0218200684,74.0824890137,74.9478225708,79.5982971191,79.3802719116,77.3015594482,81.2965774536,82.7037200928,86.0815887451,85.9632568359,83.5384597778,81.4046936035,82.2768096924,86.0522994995,84.2899017334,85.2052841187,89.5396881104,89.8922958374,89.5564575195,91.9722747803,91.5712661743,85.417388916,82.6063919067,82.8414840698,84.4266738892,79.1486816406,82.0236358643,84.0283126831,86.9811172485,86.841758728,88.536819458,91.6838607788,89.4493408203,93.1035461426,96.1567611694,101.1613616943,99.9540634155,100.0776443481,101.0401382446,105.1836471558,108.7322463989,115.7300109863,119.7314834595,120.0716934204,111.0828323364,103.4465103149,87.3921585083,74.7104187012,64.5609970093,67.1261444092,65.9273223877,70.6617660522,73.5988616943,80.5971603394,89.0768814087,86.1900558472,91.5259246826,88.8744506836,93.301574707,95.6702575684,93.7600784302,95.3234863281,93.4682998657,96.7247467041,99.6563644409,93.4986495972,93.0861358643,92.7368927002,93.2679824829,93.2195510864,96.6787872314,98.1453933716,101.4990844727,103.0343093872,105.6371383667,111.8025512695,115.9948501587,111.1708755493,109.7757263184,111.0004653931,106.184425354,106.1805038452,105.7073135376,108.3567810059,107.4849624634,108.811050415,111.6113510132,113.9150619507,111.8999252319,107.1476669312,100.0,103.2105407715,107.7284393311,108.155708313,106.6854629517,105.7375030518,105.915397644,108.0628128052,109.583946228,107.370513916,105.4265899658,105.8729858398,106.2769393921,109.3222732544,110.9649581909,111.48878479,109.914855957,108.4286117554,110.0722427368,108.3545379639,109.6185836792,109.1477203369,109.4900283813,109.8591766357,111.1942138672,109.6246490479,106.9980392456,104.848449707,99.7414016724,94.6909866333,84.6349563599,76.4589996338,81.4088134766,80.1548309326,83.2038497925,86.3782653809,85.8381576538,81.8460769653,76.3581008911,76.6176376343,77.3001022339,74.6628417969,69.8451766968,65.5026626587,66.2338027954,70.8479766846,73.1655426025,76.2871856689,77.5283126831,75.4599838257,75.896697998,76.0588226318,78.7138977051,76.1538238525,80.4325485229,80.8497238159,81.1341094971,79.1630706787,79.9999008179,78.5289993286,76.4232559204,77.24659729,78.5357818604,80.1611251831,81.1370544434,83.6887283325,84.1899108887,86.4588241577,85.1515884399,85.5453262329,87.4622650146,89.4289321899,88.8439025879,89.1544952393,88.5196914673,90.2019882202,90.6797790527,84.2942428589,80.1510696411,81.373840332,83.5594558716,84.7798156738,86.9044876099,85.9660797119,82.6441574097,83.6661758423,81.8347549438,83.1328659058,81.9352722168,83.3389129639,84.7916183472,84.0880203247,80.1496734619,67.2634735107,60.1118392944,66.6072540283,72.5203857422,74.1083297729,75.1707839966,73.4585571289,73.2072296143,74.5810852051,78.0814743042,80.5944061279,83.8104553223,85.0771484375,84.4532470703,85.6897888184,87.9285202026,88.0770187378,86.0736541748,87.5615386963,91.0168380737,89.6012115479,86.689125061,90.5927047729,93.2333374023,98.5499801636,96.3672332764,98.1240386963,99.53565979,95.8193740845,93.5655670166,90.8547668457,91.564956665,90.0743179321,87.0170822144,88.0857772827,87.996925354,86.6578521729,88.6567993164,85.5715332031,85.4045333862,87.6645431519,89.8294754028,92.6591186523,91.2975082397,88.7075881958,86.6507644653,87.2386856079,88.3043365479,89.6112442017,91.0439529419,88.8502426147,88.7481231689,89.2249603271,87.2330093384,84.6672821045,85.4786148071,84.6432037354,84.5854492188
IMF.RES:CTOT(5.0.1),ARG.CEMPI_CTOTXM_GDP.R_RW_IX.M,Argentina,"Commodity Net Export Price Index, Individual Commodities Weighted by Ratio of Net Exports to GDP","Recent, Rolling weights, Index",Monthly,,94.1337890625,94.259765625,94.2750473022,94.2362365723,94.365272522,94.3054504395,94.1083679199,94.1262283325,94.2803192139,94.2779846191,94.3685150146,94.3822784424,94.3228607178,94.244392395,94.21068573,94.1971664429,94.2895126343,94.327911377,94.3992767334,94.4031066895,94.2563171387,94.0395507813,94.057800293,94.0520019531,94.0780944824,94.094039917,94.3481750488,94.440071106,94.4991836548,94.5777816772,94.8349838257,94.9466094971,95.0774307251,94.9983215332,94.9596328735,95.0163421631,95.1026153564,95.275428772,95.0539474487,94.8803634644,95.0460586548,94.977684021,94.7648239136,94.8466644287,94.9337768555,95.3145065308,95.4203033447,95.5175552368,95.797203064,95.8960113525,96.3135757446,96.3612670898,96.3365631104,95.9088973999,95.7200393677,95.1212463379,94.8241958618,94.8136138916,94.6339492798,94.5591888428,94.6479187012,94.7889251709,96.0587997437,95.8670349121,95.7148132324,96.4533081055,96.7470169067,96.6416549683,96.3425750732,96.2614593506,95.9322128296,96.3436508179,96.3609313965,96.1837768555,96.1760482788,96.5806274414,96.9510269165,96.8795089722,97.0970153809,96.7991485596,96.2680511475,96.6538543701,97.3135681152,97.2696304321,97.0547180176,97.6190414429,97.6754150391,97.6955566406,97.8106918335,98.202796936,98.37059021,98.1671829224,98.9630584717,99.293762207,99.715713501,100.1107635498,100.5121536255,101.078414917,101.2783584595,101.3547134399,101.5236816406,102.3647842407,102.3836364746,101.1760253906,100.3512268066,98.1965103149,97.2622680664,96.4315338135,97.0454406738,96.546005249,96.6630477905,97.2683258057,98.2182388306,98.6518325806,97.878692627,98.1985778809,97.6296005249,97.8741836548,98.2218017578,98.3652038574,98.1785736084,97.8742294312,97.8910751343,98.054359436,97.80834198,97.7082824707,98.1365737915,98.4664306641,98.7068481445,99.223991394,99.5290222168,99.9745483398,100.3278579712,100.4446182251,100.3325958252,100.5365982056,100.4017715454,100.3374557495,100.2844390869,100.2772445679,100.0317459106,99.4887466431,99.3901748657,99.1818466187,99.4659500122,99.6935653687,99.9788589478,100.1549682617,100.0594329834,100.0,100.8671340942,101.1045074463,101.0938339233,100.7296066284,100.5343399048,100.5454101563,100.3918991089,100.4677963257,100.4545593262,100.2288208008,100.4931945801,100.5876159668,100.5005340576,100.0033798218,99.9448318481,99.766784668,99.7448959351,99.848739624,99.7082901001,99.9387588501,100.1896362305,100.2963027954,100.3184280396,100.0751266479,99.5907058716,99.411781311,99.0111541748,98.8870544434,99.2571258545,99.3320083618,99.2007751465,99.1052627563,99.0808334351,99.1393585205,99.0812911987,99.185546875,99.5071182251,99.1457443237,98.9401550293,99.0661087036,98.9576416016,98.9928207397,99.0690917969,99.1597976685,99.232635498,99.549446106,99.9685516357,100.1817703247,99.8528900146,99.5864105225,99.4315261841,99.3905410767,99.4944152832,99.3753356934,99.4332199097,99.5512237549,99.524230957,99.379486084,99.4463577271,99.4329986572,99.6217041016,99.3007736206,99.2752914429,99.2844848633,99.2219390869,99.1689224243,99.2074584961,99.462020874,99.5897216797,99.6990432739,99.6143493652,99.1973876953,98.9678115845,98.8925094604,98.6448745728,98.7395324707,98.7141342163,98.8724822998,98.9901351929,99.0721282959,99.0428237915,99.0123748779,98.9578704834,99.4008789063,99.287437439,99.1742935181,99.1120605469,99.2935409546,99.2308654785,99.3157958984,99.4798355103,99.5614395142,99.7205200195,99.7596588135,99.7164001465,99.7583389282,99.7787780762,99.5328674316,99.7850036621,99.9599151611,100.1786270142,100.1627197266,100.3355484009,100.6416015625,100.6652374268,100.7231445313,100.8530349731,100.3524017334,100.1000366211,99.8743667603,99.3757171631,99.0763244629,99.3417739868,99.3744888306,99.7469406128,100.0099716187,100.024887085,100.1310806274,100.0256576538,99.8087387085,99.4215621948,99.3066635132,99.2676315308,99.6687698364,99.6580200195,99.611946106,100.1040420532,100.311920166,100.3360900879,100.2860336304,100.1664810181,100.1709442139,100.3447189331,100.0394058228,99.8034591675,99.6034469604,99.8068237305,99.7579574585,99.5465621948,99.4810943604,99.4532699585,99.3967132568,99.5483779907,99.3345870972,99.3016738892,98.87525177,99.0082550049,98.9782485962,98.8245773315,98.7167434692
IMF.RES:CTOT(5.0.1),BGD.CEMPI_CTOTXM_GDP.R_RW_IX.M,Bangladesh,"Commodity Net Export Price Index, Individual Commodities Weighted by Ratio of Net Exports to GDP","Recent, Rolling weights, Index",Monthly,,102.7800674438,102.7269210815,102.6867523193,102.8078231812,102.7115402222,102.6452865601,102.722328186,102.6649780273,102.5825042725,102.6185913086,102.5934295654,102.7984542847,102.814781189,102.8081588745,102.9145202637,102.9956588745,102.9546203613,102.9677734375,102.9793548584,102.9156112671,102.9119033813,103.1324920654,103.117805481,103.0442810059,102.9760284424,103.0005569458,102.902923584,102.8376541138,102.8683395386,102.8302307129,102.6973190308,102.5662307739,102.5144271851,102.5318756104,102.5903930664,102.485458374,102.4326095581,102.3409805298,102.405380249,102.5840301514,102.614692688,102.559753418,102.5076217651,102.4723587036,102.5140380859,102.3399963379,102.2350692749,102.2056427002,102.1288223267,102.106803894,101.9579238892,101.9496994019,101.9263534546,102.1083755493,102.1742935181,102.1700973511,102.1536560059,102.1239242554,102.2634887695,102.3785629272,102.192527771,102.1365585327,101.8852005005,101.8906478882,102.0160064697,101.8445281982,101.7536468506,101.7149200439,101.6669845581,101.6079711914,101.7549057007,101.7037506104,101.4240951538,101.3770065308,101.4084701538,101.2589492798,101.2267684937,101.2909317017,101.1634979248,101.1878509521,101.4017868042,101.4673690796,101.3790893555,101.2645263672,101.4421768188,101.3508453369,101.2530441284,101.1149749756,101.0969085693,100.9074478149,100.6411895752,100.736907959,100.5017089844,100.3184814453,100.0941238403,100.057510376,99.8202056885,99.4801864624,99.1632232666,99.1319046021,99.0296478271,98.865447998,98.9102401733,99.381072998,99.8742294312,101.1380157471,101.9655990601,102.5093688965,101.9534225464,102.0112991333,101.8846130371,101.4359664917,100.8642654419,100.5740890503,100.7225952148,100.4148330688,100.7049179077,100.4509963989,100.1889038086,100.0713653564,100.0419235229,100.1229782104,99.983833313,99.9042816162,100.2143554688,100.2919464111,100.2970657349,100.0044250488,99.6826782227,99.2358322144,98.820602417,98.4681777954,98.2415313721,97.9170150757,97.8609008789,97.8232803345,98.3320159912,98.3665237427,98.4266967773,98.881149292,98.9429702759,99.2041397095,99.213973999,99.42603302,99.2126235962,99.1235275269,99.0090560913,99.1032714844,99.5817489624,100.0,99.56980896,99.4527740479,99.4676055908,99.6520385742,99.7649002075,99.7665176392,99.6271514893,99.5310668945,99.5616607666,99.7316665649,99.7085952759,99.7101593018,99.6774902344,99.6696853638,99.7032241821,99.7145843506,99.8895797729,99.8787612915,99.9951248169,99.7926864624,99.6385955811,99.6753616333,99.7156829834,99.7640228271,100.0040969849,100.4040527344,100.6566467285,100.9339981079,101.189163208,101.6515960693,102.0984268188,101.8412780762,102.0043182373,101.829826355,101.6440887451,101.6542358398,101.8475875854,102.338104248,102.3805465698,102.2214813232,102.4011383057,102.5794219971,102.8777542114,102.8221511841,102.3848419189,102.1238021851,101.8886260986,101.6743621826,101.7539901733,101.706489563,101.7092895508,101.5378875732,101.6364059448,101.3956680298,101.2366409302,101.156829834,101.3299560547,101.4250717163,101.4750213623,101.6984863281,101.5623016357,101.6509857178,101.486946106,101.4869384766,101.2944107056,101.2191619873,100.9683380127,101.0047683716,100.9697265625,100.9319076538,100.767829895,100.8074264526,100.9398880005,100.9971237183,101.0372848511,100.9828567505,101.405921936,101.5983047485,101.5382461548,101.4045715332,101.3776931763,101.2390441895,101.4547119141,101.5675811768,101.573135376,101.7934265137,101.7408599854,101.6592941284,101.4956970215,101.2993774414,101.1591796875,101.4658966064,102.5222167969,103.1542816162,102.685295105,102.1672134399,101.9598007202,101.7161178589,101.6453475952,101.5076828003,101.2390365601,100.9121627808,100.5512542725,100.2710800171,100.2338409424,100.2266921997,100.0068130493,100.0413513184,100.0029067993,100.0444793701,100.032875061,99.6423492432,99.6698226929,99.8916702271,99.5255661011,99.2229385376,98.781867981,98.7649612427,98.6411819458,98.8467788696,99.5538787842,99.6809158325,99.9672851563,100.1346588135,100.1214294434,100.2400970459,100.1410064697,100.1316986084,100.3287124634,100.1672134399,100.4370574951,100.5180206299,100.3018112183,100.2282333374,100.079574585,100.2412567139,100.3873291016,100.5672836304,100.5500717163,100.4623565674,100.4052276611,100.4658737183,100.6355819702,100.7371368408,100.8002548218,101.0221557617,101.0032653809,100.8520126343,100.9550933838,101.0268478394
IMF.RES:CTOT(5.0.1),BRA.CEMPI_CTOTXM_GDP.R_RW_IX.M,Brazil,"Commodity Net Export Price Index, Individual Commodities Weighted by Ratio of Net Exports to GDP","Recent, Rolling weights, Index",Monthly,,98.0574035645,97.9925003052,97.9654541016,98.0798110962,98.0208816528,97.9758377075,97.990486145,97.9327392578,97.9058456421,97.8955459595,97.8573684692,97.9680404663,97.9721984863,97.9189605713,97.934173584,97.8895339966,97.9282150269,97.9432754517,98.0261459351,97.9735794067,97.9288864136,97.9742965698,98.1050643921,98.0963592529,98.0522766113,97.9460678101,97.8940200806,97.81199646,97.8260269165,97.8473968506,97.9134368896,97.8601074219,97.8456954956,97.8625030518,98.0169677734,97.9109344482,97.9084472656,97.8599853516,97.9063415527,98.057510376,98.0796356201,97.970954895,97.9160079956,97.8696975708,98.0042724609,98.040763855,98.0404968262,97.9898605347,98.1657409668,98.2078323364,98.2833404541,98.3126296997,98.2091751099,98.2224578857,98.1046600342,97.763961792,97.6904678345,97.5042800903,97.5603408813,97.6528244019,97.9845275879,98.0357131958,98.1935272217,98.1317672729,98.1853790283,98.2211303711,98.1947860718,98.0236740112,97.8749008179,97.915184021,98.0024108887,98.0954437256,98.2938919067,98.3168792725,98.2428131104,98.1745529175,98.2026138306,98.1472625732,98.1504516602,98.0353393555,98.1243591309,98.2232589722,98.3784408569,98.3539962769,98.5168991089,98.5589828491,98.4795532227,98.3743515015,98.4141998291,98.42918396,98.418182373,98.3216323853,98.4251174927,98.3429946899,98.3394165039,98.3993682861,98.988067627,99.1313858032,98.9847869873,98.9081268311,98.8586349487,98.9827957153,99.01927948,98.9613952637,98.9354858398,98.7414932251,98.8504562378,99.0141677856,99.1098098755,99.1499862671,98.9586868286,98.9839172363,99.1423873901,99.2811508179,99.4315948486,99.6993179321,99.4797286987,99.5108642578,99.6199645996,99.780166626,99.8157806396,99.8178863525,99.8619689941,100.0767669678,99.9647293091,99.8865203857,99.8485794067,100.0162887573,100.0969238281,100.2953872681,100.4046173096,100.4968719482,100.6605072021,100.7045288086,100.5072631836,100.5349349976,100.4702835083,100.4752426147,100.5224533081,100.5577926636,100.4618530273,100.1505050659,99.9703826904,99.9144515991,100.0010986328,100.0046234131,100.1048278809,100.1447143555,99.9876251221,100.0,100.1639099121,99.865814209,99.725982666,99.8645553589,99.8631744385,99.9313583374,100.134475708,100.177406311,100.0666122437,99.9967346191,99.8877258301,99.7925949097,99.9261169434,99.9515151978,99.9128723145,99.8689498901,99.8833770752,99.8623962402,99.7420883179,99.8248519897,99.8686599731,99.9550247192,99.7428817749,99.5813369751,99.5527954102,99.4751358032,99.1692886353,99.1264572144,99.0820236206,98.9892501831,99.0786743164,98.8648071289,98.6897964478,98.5889511108,98.6910858154,98.7322769165,98.669921875,98.729057312,98.7067108154,98.7381286621,98.5929946899,98.4830703735,98.6240005493,98.7487792969,99.0171890259,99.1834564209,99.2577972412,99.3357391357,99.3693466187,99.3337173462,99.2542724609,99.2225646973,99.502243042,99.4255371094,99.4812698364,99.6341018677,99.6021728516,99.2178115845,99.0957870483,98.971031189,99.2059631348,99.1774673462,99.0374908447,98.8933029175,98.9089355469,98.9715194702,99.0031051636,99.131439209,99.0306777954,98.9053573608,98.8154525757,98.6699676514,98.5214614868,98.4346237183,98.3240127563,98.5541534424,98.6200866699,98.6824951172,98.7943725586,99.0203475952,98.974822998,99.0571746826,99.0952529907,99.4300231934,99.4856643677,99.2036819458,99.1482543945,99.2406463623,99.1646347046,99.2876815796,99.4035644531,99.4462356567,99.6210098267,99.6486282349,99.7024230957,99.7767715454,99.8483810425,99.8803100586,100.0182037354,100.0470581055,100.2065658569,100.3439559937,100.4802398682,100.5717926025,100.5850448608,100.7092132568,100.8888092041,100.7526473999,100.6523284912,100.2352371216,99.5880966187,99.3311386108,99.1622924805,99.4031295776,99.6758804321,99.8243179321,99.7580413818,99.8134765625,99.6218185425,99.5298233032,99.1517944336,99.1122436523,99.0109558105,99.0532150269,99.0864105225,99.2536392212,99.5489501953,99.7957305908,99.8824768066,99.8504943848,99.7777862549,99.9169921875,99.9286804199,99.6970901489,99.73046875,99.6622390747,99.8905487061,99.8779907227,99.8206481934,99.733291626,99.5461883545,99.5487289429,99.6050186157,99.4449157715,99.4197616577,99.133102417,99.2452545166,99.3398971558,99.2654571533,99.24559021
IMF.RES:CTOT(5.0.1),CHL.CEMPI_CTOTXM_GDP.R_RW_IX.M,Chile,"Commodity Net Export Price Index, Individual Commodities Weighted by Ratio of Net Exports to GDP","Recent, Rolling weights, Index",Monthly,,91.164276123,90.9562530518,90.6802139282,90.6221389771,90.8056411743,90.5794448853,90.8625946045,90.8556671143,90.9694900513,90.5730056763,90.2082443237,90.6378097534,90.4625778198,90.395904541,90.4429397583,90.0913314819,90.0690460205,89.8228302002,89.5777587891,89.3183517456,89.2067718506,89.1806030273,89.6763381958,89.8498687744,89.9694671631,90.1761169434,90.0095214844,89.8959503174,90.0540847778,90.4120025635,90.106803894,89.4650650024,89.3701782227,89.4605102539,90.2233428955,89.9546127319,90.0154418945,89.8548202515,89.8862686157,90.0095672607,90.2878723145,90.0018920898,89.8087997437,89.9855957031,90.5160598755,91.0802688599,91.3499450684,91.8063354492,92.752281189,94.0714492798,94.6005935669,94.4094467163,93.4105606079,93.1788864136,93.4064407349,93.459312439,93.5508117676,93.3975143433,94.0076751709,94.4209060669,94.40625,94.5830001831,94.6625747681,94.6352920532,94.2420654297,94.8557128906,94.9328613281,95.3394012451,95.2834091187,95.977684021,96.7925720215,97.4735565186,97.7536697388,98.52784729,99.1921234131,102.4338684082,106.2190246582,104.7313537598,105.4429702759,105.3552474976,105.5198287964,105.1815567017,103.9601364136,103.1773681641,100.5438537598,100.3222503662,102.311088562,105.5986862183,105.2728424072,104.2118682861,104.9999237061,103.7803115845,103.9388198853,104.0880966187,100.8312606812,99.8376083374,101.1326217651,103.1871948242,103.9809036255,104.2609176636,102.7677078247,102.0088500977,102.4202041626,101.0732421875,99.7543563843,94.0286026001,90.0589141846,87.9456481934,88.6096878052,89.3704528809,91.3449935913,94.2246551514,94.1892547607,95.0270462036,96.4645233154,99.0399169922,99.4599609375,99.3000030518,100.2131118774,101.4444046021,102.2590255737,101.2631530762,102.7865982056,103.3140029907,101.4937591553,100.3606414795,100.9746246338,102.3143615723,103.3120269775,104.2733459473,104.2301712036,105.5268173218,106.0704269409,106.3544082642,105.0234375,104.7249679565,103.9428329468,103.9854049683,104.6782226563,103.7410430908,101.913192749,99.5354309082,99.7813644409,99.8315963745,100.7590103149,101.3886566162,101.272895813,100.9722976685,100.537071228,100.0,100.056098938,99.3853530884,100.7341308594,100.8490600586,100.3620452881,101.0728530884,101.4841079712,101.4734954834,100.8616104126,100.2400436401,100.3762207031,99.6853713989,99.2075805664,99.9191360474,99.5565338135,99.8947753906,99.8728637695,100.1915893555,100.5966796875,100.146812439,98.9687347412,98.9719009399,99.2091293335,98.7688827515,99.6620254517,99.5012588501,99.3061752319,99.5317840576,100.0947265625,100.8352355957,100.5862579346,99.5039520264,100.1015853882,100.1180877686,100.4464569092,99.4166107178,98.9978637695,99.0823287964,99.3326644897,99.3585586548,98.5423278809,99.0549621582,99.7464065552,100.1189651489,100.8080749512,100.3105316162,99.3407211304,99.0089111328,100.0680007935,99.4956512451,99.3531265259,98.9784164429,101.4180450439,101.4524230957,101.67527771,101.9582672119,101.9295959473,101.404876709,101.5018463135,102.1500701904,102.5964508057,103.5465621948,103.2518463135,103.5139312744,103.0232086182,102.9786148071,103.4251785278,103.5313873291,103.1741943359,103.0419769287,102.6115875244,102.7500457764,100.9908065796,100.2985305786,100.1725082397,100.5554046631,101.1033859253,101.5281600952,101.1630172729,101.7651901245,102.2506027222,101.9537277222,101.1788253784,101.5009384155,101.5081939697,101.0605621338,100.8149414063,100.8220977783,101.0139389038,101.7166671753,102.2131729126,101.9025650024,102.6187057495,103.6111221313,103.216178894,103.7458114624,104.8044281006,104.7197723389,105.28956604,105.0556106567,105.5983657837,106.2503814697,105.9634017944,106.5325317383,107.5978927612,108.1743927002,109.1358032227,107.5284576416,106.883026123,106.2881088257,105.3311309814,105.2375564575,105.0460357666,105.184715271,105.1299819946,105.0436325073,104.6030883789,104.8595581055,103.4367980957,102.4526443481,99.7729263306,100.4068222046,99.9389724731,100.1790313721,101.2334823608,102.2549057007,103.7634048462,104.0863571167,104.6803665161,104.219619751,103.8914413452,104.1042251587,104.0628890991,103.1594390869,102.5569610596,102.1599578857,102.953666687,103.8928451538,104.2534942627,104.0315170288,104.3329391479,105.4164733887,106.6123428345,105.3650894165,104.6156768799,104.0855636597,104.8295440674,105.0437850952,104.4524993896,104.345085144
