iso3,year_month,fx_rate,fx_mom_pct_change,fx_yoy_pct_change,fx_3m_pct_change,fx_6m_pct_change,fx_volatility_3m
HUN,2020-05-01,322.27,-1.7679153839119777,10.848553640835124,4.203446826397639,6.655414350013222,3.4682168960577098
HUN,2020-06-01,308.45,-4.288329661463985,7.8949209458514025,-1.1726634840280803,3.6353862177871843,4.86661122898207
HUN,2020-07-01,306.56,-0.6127411249797321,5.743161670863373,-6.556527570335602,1.7829277200438254,1.8795773810674528
HUN,2020-08-01,294.81,-3.832854906054284,0.35060249166043445,-8.520805535730902,-4.67552623920845,2.003602634648249
HUN,2020-09-01,305.63,3.6701604423187817,1.2288023317434948,-0.9142486626681823,-2.0761910864759314,3.764031923265181
HUN,2020-10-01,308.3,0.8736053397899513,2.653747544367868,0.5675887265135682,-6.026152955162001,3.7918053704691945
HUN,2020-11-01,304.24,-1.3168991242296424,0.688377018797981,3.198670330043085,-5.5946876842399185,2.4996597558025138
HUN,2020-12-01,295.06,-3.017354719957932,-0.8634882236333685,-3.458430127932466,-4.341060139406705,1.9506165361446983
HUN,2021-01-01,294.93,-0.0440588354910898,-2.078422258375112,-4.336685047032118,-3.7937108559498944,1.4917640592191146
HUN,2021-02-01,296.05,0.379751127386152,-4.274582080382827,-2.691953720746776,0.4206098843322792,1.8511452058694646
HUN,2021-03-01,307.22,3.7730113156561496,-1.5667553106276544,4.1211956890124135,0.5202368877400776,2.0922019552261006
HUN,2021-04-01,301.28,-1.9334678731853572,-8.165940195689947,2.15305326687687,-2.2770029192345276,2.8702236144763056
HUN,2021-05-01,291.67,-3.189723844928294,-9.495143823502017,-1.4794798175983725,-4.131606626347617,3.7108346930679454
HUN,2021-06-01,290.27,-0.4799945143484141,-5.893986059328904,-5.517218931059187,-1.6233986307869652,1.356060281132664
HUN,2021-07-01,302.21,4.113411651221277,-1.4189718162839315,0.30868295273500657,2.4683823280100325,3.6918333594123336
HUN,2021-08-01,298.89,-1.09857383938321,1.3839422000610613,2.475400281139639,0.9592974159770229,2.84742027507725
HUN,2021-09-01,299.25,0.12044564890094644,-2.087491411183451,3.0936714093774853,-2.594232146344644,2.7262483000995594
HUN,2021-10-01,311.15,3.9766081871345005,0.9244242620823684,2.9582078687005797,3.2760223048327264,2.649322889481417
HUN,2021-11-01,319.8,2.780009641651948,5.114383381540888,6.995884773662553,9.64446120615765,1.9737915388014262
HUN,2021-12-01,324.97,1.6166353971232006,10.136921304141545,8.594820384294088,11.954387294587821,1.1800253727129248
HUN,2022-01-01,316.8,-2.514078222605165,7.415318889227951,1.8158444480154357,4.82776877006057,2.782193407952224
HUN,2022-02-01,314.84,-0.6186868686868796,6.346900861340976,-1.5509693558474202,5.336411388805251,2.0676866713287776
HUN,2022-03-01,341.86,8.582136958455111,11.275307597161643,5.197402837184972,14.238930659983296,5.9353974709225765
HUN,2022-04-01,346.61,1.389457672731531,15.045804567180054,9.409722222222229,11.396432588783556,4.837741189587857
HUN,2022-05-01,363.62,4.90753296211881,24.668289505262784,15.493584042688369,13.702313946216393,3.596623499408052
HUN,2022-06-01,375.63,3.302898630438378,29.407103731009077,9.878312759609198,15.589131304428093,1.7612950433717403
HUN,2022-07-01,396.83,5.643851662540267,31.30935442242151,14.488906840541226,25.261994949494948,1.197015571153598
HUN,2022-08-01,397.27,0.11087871380692782,32.91511927464954,9.254166437489687,26.181552534620756,2.7773741165020707
HUN,2022-09-01,407.82,2.655624638155407,36.28070175438596,8.569603066847687,19.29444801965716,2.769447063349387
HUN,2022-10-01,426.1,4.482369672894904,36.94359633617228,7.375954438928511,22.933556446726875,2.195550896958881
HUN,2022-11-01,399.01,-6.35766252053509,24.768605378361475,0.4379892768142657,9.732687970958697,5.8034851710209345
HUN,2022-12-01,384.76,-3.571339064183854,18.398621411207184,-5.654455396988867,2.430583286744925,5.6292705385883215
