iso3,year_month,bop_current_account_balance_usd,bop_fdi_liabilities_usd,bop_other_investment_loans_liabilities_usd,bop_portfolio_liabilities_usd,bop_reserve_assets_usd,bop_workers_remittances_credit_usd,bop_total_liability_inflows_usd,bop_current_account_balance_usd_3m_change,bop_reserve_assets_usd_3m_change,bop_total_liability_inflows_usd_3m_change,bop_reserve_assets_3m_pct_change
COL,2002-12-01,-399.433116092731,425.850881015688,-1059.61138353805,330.91191661,3.925861206462911,678.766643873997,-302.84858591236195,-94.08325037450601,248.56074113171752,-894.931752428054,-101.60478391620296
COL,2003-01-01,-605.419825328064,319.183856746937,386.07003655694,25.0709952,-269.9652810968757,681.5136184825,730.324888503877,-205.98670923533302,-273.8911423033386,1033.173474416239,-6976.587502697445
COL,2003-02-01,-605.419825328064,319.183856746937,386.07003655694,25.0709952,-269.9652810968757,681.5136184825,730.324888503877,-205.98670923533302,-273.8911423033386,1033.173474416239,-6976.587502697445
COL,2003-03-01,-605.419825328064,319.183856746937,386.07003655694,25.0709952,-269.9652810968757,681.5136184825,730.324888503877,-205.98670923533302,-273.8911423033386,1033.173474416239,-6976.587502697445
COL,2003-04-01,-70.2561564456642,519.945701999063,234.316296606199,-359.3366896,-198.1023496019116,749.300777991,394.92530900526197,535.1636688823999,71.86293149496407,-335.399579498615,-26.619323493370405
COL,2003-05-01,-70.2561564456642,519.945701999063,234.316296606199,-359.3366896,-198.1023496019116,749.300777991,394.92530900526197,535.1636688823999,71.86293149496407,-335.399579498615,-26.619323493370405
COL,2003-06-01,-70.2561564456642,519.945701999063,234.316296606199,-359.3366896,-198.1023496019116,749.300777991,394.92530900526197,535.1636688823999,71.86293149496407,-335.399579498615,-26.619323493370405
COL,2003-07-01,59.3607795240645,540.980717813527,-478.574706991482,94.7631595,319.9430604846528,798.820532936,157.16917032204503,129.6169359697287,518.0454100865644,-237.75613868321693,-261.503920134002
COL,2003-08-01,59.3607795240645,540.980717813527,-478.574706991482,94.7631595,319.9430604846528,798.820532936,157.16917032204503,129.6169359697287,518.0454100865644,-237.75613868321693,-261.503920134002
COL,2003-09-01,59.3607795240645,540.980717813527,-478.574706991482,94.7631595,319.9430604846528,798.820532936,157.16917032204503,129.6169359697287,518.0454100865644,-237.75613868321693,-261.503920134002
COL,2003-10-01,-295.682420106282,340.383178938605,-531.526889276094,369.05941681,-49.37230050395273,830.4602605565,177.91570647251103,-355.0431996303465,-369.3153609886055,20.746536150466,-115.4315897426133
COL,2003-11-01,-295.682420106282,340.383178938605,-531.526889276094,369.05941681,-49.37230050395273,830.4602605565,177.91570647251103,-355.0431996303465,-369.3153609886055,20.746536150466,-115.4315897426133
COL,2003-12-01,-295.682420106282,340.383178938605,-531.526889276094,369.05941681,-49.37230050395273,830.4602605565,177.91570647251103,-355.0431996303465,-369.3153609886055,20.746536150466,-115.4315897426133
COL,2004-01-01,-591.143657480628,681.631984135417,-359.089864767531,171.18337954,417.0955992362487,708.756609675275,493.72549890788605,-295.461237374346,466.4678997402014,315.809792435375,-944.7967685906314
COL,2004-02-01,-591.143657480628,681.631984135417,-359.089864767531,171.18337954,417.0955992362487,708.756609675275,493.72549890788605,-295.461237374346,466.4678997402014,315.809792435375,-944.7967685906314
COL,2004-03-01,-591.143657480628,681.631984135417,-359.089864767531,171.18337954,417.0955992362487,708.756609675275,493.72549890788605,-295.461237374346,466.4678997402014,315.809792435375,-944.7967685906314
COL,2004-04-01,-210.22224872265,747.515224553879,-66.4319373272137,-62.97058481,379.4907390394083,756.570241762899,618.1127024166652,380.92140875797804,-37.60486019684038,124.38720350877918,-9.015885150958036
COL,2004-05-01,-210.22224872265,747.515224553879,-66.4319373272137,-62.97058481,379.4907390394083,756.570241762899,618.1127024166652,380.92140875797804,-37.60486019684038,124.38720350877918,-9.015885150958036
COL,2004-06-01,-210.22224872265,747.515224553879,-66.4319373272137,-62.97058481,379.4907390394083,756.570241762899,618.1127024166652,380.92140875797804,-37.60486019684038,124.38720350877918,-9.015885150958036
COL,2004-07-01,119.296172418208,885.505222301011,166.389043756457,587.70083415,482.8380020645078,760.085889314731,1639.595100207468,329.518421140858,103.3472630250995,1021.4823977908028,27.233144947541767
COL,2004-08-01,119.296172418208,885.505222301011,166.389043756457,587.70083415,482.8380020645078,760.085889314731,1639.595100207468,329.518421140858,103.3472630250995,1021.4823977908028,27.233144947541767
COL,2004-09-01,119.296172418208,885.505222301011,166.389043756457,587.70083415,482.8380020645078,760.085889314731,1639.595100207468,329.518421140858,103.3472630250995,1021.4823977908028,27.233144947541767
COL,2004-10-01,-92.4768091107674,800.983442530273,280.444081164378,609.78926368,1183.194671452293,944.486094567995,1691.2167873746512,-211.7729815289754,700.3566693877852,51.621687167183154,145.0500305264325
COL,2004-11-01,-92.4768091107674,800.983442530273,280.444081164378,609.78926368,1183.194671452293,944.486094567995,1691.2167873746512,-211.7729815289754,700.3566693877852,51.621687167183154,145.0500305264325
COL,2004-12-01,-92.4768091107674,800.983442530273,280.444081164378,609.78926368,1183.194671452293,944.486094567995,1691.2167873746512,-211.7729815289754,700.3566693877852,51.621687167183154,145.0500305264325
COL,2005-01-01,-551.507860521435,880.219006719921,-663.848533217764,426.56776627,-528.982798216869,731.125824664352,642.938239772157,-459.03105141066754,-1712.177469669162,-1048.2785476024942,-144.70801052269596
COL,2005-02-01,-551.507860521435,880.219006719921,-663.848533217764,426.56776627,-528.982798216869,731.125824664352,642.938239772157,-459.03105141066754,-1712.177469669162,-1048.2785476024942,-144.70801052269596
COL,2005-03-01,-551.507860521435,880.219006719921,-663.848533217764,426.56776627,-528.982798216869,731.125824664352,642.938239772157,-459.03105141066754,-1712.177469669162,-1048.2785476024942,-144.70801052269596
COL,2005-04-01,-285.264053913136,1600.17704863838,-1210.70278485133,-700.55262899,989.3446499729118,803.26239941584,-311.07836520295007,266.24380660829894,1518.3274481897809,-954.016604975107,-287.02775464681685
COL,2005-05-01,-285.264053913136,1600.17704863838,-1210.70278485133,-700.55262899,989.3446499729118,803.26239941584,-311.07836520295007,266.24380660829894,1518.3274481897809,-954.016604975107,-287.02775464681685
COL,2005-06-01,-285.264053913136,1600.17704863838,-1210.70278485133,-700.55262899,989.3446499729118,803.26239941584,-311.07836520295007,266.24380660829894,1518.3274481897809,-954.016604975107,-287.02775464681685
COL,2005-07-01,-877.337520914322,978.797931780245,356.521078912245,-51.8239499800001,1259.389663641264,851.470201424128,1283.49506071249,-592.0734670011859,270.0450136683521,1594.57342591544,27.295342798462197
COL,2005-08-01,-877.337520914322,978.797931780245,356.521078912245,-51.8239499800001,1259.389663641264,851.470201424128,1283.49506071249,-592.0734670011859,270.0450136683521,1594.57342591544,27.295342798462197
COL,2005-09-01,-877.337520914322,978.797931780245,356.521078912245,-51.8239499800001,1259.389663641264,851.470201424128,1283.49506071249,-592.0734670011859,270.0450136683521,1594.57342591544,27.295342798462197
COL,2005-10-01,-233.634088057936,6776.22332799901,868.369951859098,273.28633089,3.828182423622528,927.856611696768,7917.879610748108,643.703432856386,-1255.5614812176414,6634.384550035617,-99.69602875629818
COL,2005-11-01,-233.634088057936,6776.22332799901,868.369951859098,273.28633089,3.828182423622528,927.856611696768,7917.879610748108,643.703432856386,-1255.5614812176414,6634.384550035617,-99.69602875629818
COL,2005-12-01,-233.634088057936,6776.22332799901,868.369951859098,273.28633089,3.828182423622528,927.856611696768,7917.879610748108,643.703432856386,-1255.5614812176414,6634.384550035617,-99.69602875629818
COL,2006-01-01,-669.340444176291,1202.67565422356,-590.730446264062,-373.244504143251,215.5181408203009,855.89094830512,238.70070381624703,-435.7063561183551,211.68995839667838,-7679.17890693186,5529.777188526995
COL,2006-02-01,-669.340444176291,1202.67565422356,-590.730446264062,-373.244504143251,215.5181408203009,855.89094830512,238.70070381624703,-435.7063561183551,211.68995839667838,-7679.17890693186,5529.777188526995
COL,2006-03-01,-669.340444176291,1202.67565422356,-590.730446264062,-373.244504143251,215.5181408203009,855.89094830512,238.70070381624703,-435.7063561183551,211.68995839667838,-7679.17890693186,5529.777188526995
COL,2006-04-01,-707.381244426198,1809.70209689789,446.196177596669,-1007.39462886455,-879.1143423380275,992.611780442214,1248.503645630009,-38.040800249906965,-1094.6324831583283,1009.802941813762,-507.9073524817725
COL,2006-05-01,-707.381244426198,1809.70209689789,446.196177596669,-1007.39462886455,-879.1143423380275,992.611780442214,1248.503645630009,-38.040800249906965,-1094.6324831583283,1009.802941813762,-507.9073524817725
COL,2006-06-01,-707.381244426198,1809.70209689789,446.196177596669,-1007.39462886455,-879.1143423380275,992.611780442214,1248.503645630009,-38.040800249906965,-1094.6324831583283,1009.802941813762,-507.9073524817725
COL,2006-07-01,-775.016625412587,1727.18462322042,178.889960924169,1699.24320655,427.1078917234118,972.569080072512,3605.317790694589,-67.63538098638901,1306.2222340614394,2356.81414506458,-148.58388393340363
COL,2006-08-01,-775.016625412587,1727.18462322042,178.889960924169,1699.24320655,427.1078917234118,972.569080072512,3605.317790694589,-67.63538098638901,1306.2222340614394,2356.81414506458,-148.58388393340363
COL,2006-09-01,-775.016625412587,1727.18462322042,178.889960924169,1699.24320655,427.1078917234118,972.569080072512,3605.317790694589,-67.63538098638901,1306.2222340614394,2356.81414506458,-148.58388393340363
COL,2006-10-01,-839.273489095559,2011.06293681691,458.654251982566,583.38199116,259.1062502537605,1039.87160308324,3053.0991799594763,-64.25686368297193,-168.0016414696513,-552.2186107351126,-39.33470786310043
COL,2006-11-01,-839.273489095559,2011.06293681691,458.654251982566,583.38199116,259.1062502537605,1039.87160308324,3053.0991799594763,-64.25686368297193,-168.0016414696513,-552.2186107351126,-39.33470786310043
COL,2006-12-01,-839.273489095559,2011.06293681691,458.654251982566,583.38199116,259.1062502537605,1039.87160308324,3053.0991799594763,-64.25686368297193,-168.0016414696513,-552.2186107351126,-39.33470786310043
COL,2007-01-01,-2091.32849728667,2026.28170521278,2252.99568781,78.0629327000001,3432.845974599742,944.085789995464,4357.34032572278,-1252.055008191111,3173.7397243459814,1304.2411457633038,1224.8796473407033
COL,2007-02-01,-2091.32849728667,2026.28170521278,2252.99568781,78.0629327000001,3432.845974599742,944.085789995464,4357.34032572278,-1252.055008191111,3173.7397243459814,1304.2411457633038,1224.8796473407033
COL,2007-03-01,-2091.32849728667,2026.28170521278,2252.99568781,78.0629327000001,3432.845974599742,944.085789995464,4357.34032572278,-1252.055008191111,3173.7397243459814,1304.2411457633038,1224.8796473407033
COL,2007-04-01,-1453.63626328646,2228.73635200417,60.9740693320007,881.4812104,1011.749098528562,992.575248275062,3171.191631736171,637.69223400021,-2421.0968760711803,-1186.148693986609,-70.52739604355456
COL,2007-05-01,-1453.63626328646,2228.73635200417,60.9740693320007,881.4812104,1011.749098528562,992.575248275062,3171.191631736171,637.69223400021,-2421.0968760711803,-1186.148693986609,-70.52739604355456
COL,2007-06-01,-1453.63626328646,2228.73635200417,60.9740693320007,881.4812104,1011.749098528562,992.575248275062,3171.191631736171,637.69223400021,-2421.0968760711803,-1186.148693986609,-70.52739604355456
COL,2007-07-01,-1462.85363014917,2325.72863884458,-89.9551111811158,873.7696144,101.2177632491538,1181.87260051068,3109.5431420634645,-9.217366862709923,-910.5313352794082,-61.648489672706546,-89.99576442456338
COL,2007-08-01,-1462.85363014917,2325.72863884458,-89.9551111811158,873.7696144,101.2177632491538,1181.87260051068,3109.5431420634645,-9.217366862709923,-910.5313352794082,-61.648489672706546,-89.99576442456338
COL,2007-09-01,-1462.85363014917,2325.72863884458,-89.9551111811158,873.7696144,101.2177632491538,1181.87260051068,3109.5431420634645,-9.217366862709923,-910.5313352794082,-61.648489672706546,-89.99576442456338
COL,2007-10-01,-1141.79516652676,2305.0177015014,1226.72772129642,50.53915073,142.0097661429081,1311.20352832918,3582.28457352782,321.0584636224098,40.79200289375429,472.7414314643556,40.301229333968024
COL,2007-11-01,-1141.79516652676,2305.0177015014,1226.72772129642,50.53915073,142.0097661429081,1311.20352832918,3582.28457352782,321.0584636224098,40.79200289375429,472.7414314643556,40.301229333968024
COL,2007-12-01,-1141.79516652676,2305.0177015014,1226.72772129642,50.53915073,142.0097661429081,1311.20352832918,3582.28457352782,321.0584636224098,40.79200289375429,472.7414314643556,40.301229333968024
COL,2008-01-01,-1312.28915739719,2717.53771947634,201.626438667256,-185.4722786,678.1387608054159,1128.10206857357,2733.691879543596,-170.4939908704298,536.1289946625078,-848.5926939842243,377.5296651942849
COL,2008-02-01,-1312.28915739719,2717.53771947634,201.626438667256,-185.4722786,678.1387608054159,1128.10206857357,2733.691879543596,-170.4939908704298,536.1289946625078,-848.5926939842243,377.5296651942849
COL,2008-03-01,-1312.28915739719,2717.53771947634,201.626438667256,-185.4722786,678.1387608054159,1128.10206857357,2733.691879543596,-170.4939908704298,536.1289946625078,-848.5926939842243,377.5296651942849
COL,2008-04-01,-1157.34677136153,2346.36591476985,400.968199156284,-508.0753326,930.7197071230744,1174.27174679629,2239.258781326134,154.94238603565987,252.58094631765846,-494.433098217462,37.24620400958523
COL,2008-05-01,-1157.34677136153,2346.36591476985,400.968199156284,-508.0753326,930.7197071230744,1174.27174679629,2239.258781326134,154.94238603565987,252.58094631765846,-494.433098217462,37.24620400958523
COL,2008-06-01,-1157.34677136153,2346.36591476985,400.968199156284,-508.0753326,930.7197071230744,1174.27174679629,2239.258781326134,154.94238603565987,252.58094631765846,-494.433098217462,37.24620400958523
COL,2008-07-01,-1661.07556569156,2597.96973985024,502.938247712828,-109.2643756,1444.74522485705,1311.90731399384,2991.6436119630675,-503.72879433003004,514.0255177339757,752.3848306369337,55.2288206427763
COL,2008-08-01,-1661.07556569156,2597.96973985024,502.938247712828,-109.2643756,1444.74522485705,1311.90731399384,2991.6436119630675,-503.72879433003004,514.0255177339757,752.3848306369337,55.2288206427763
COL,2008-09-01,-1661.07556569156,2597.96973985024,502.938247712828,-109.2643756,1444.74522485705,1311.90731399384,2991.6436119630675,-503.72879433003004,514.0255177339757,752.3848306369337,55.2288206427763
COL,2008-10-01,-2366.55924223017,2902.2824218363,716.831821162338,-392.4001866,-482.1609841033057,1170.63311616389,3226.7140563986377,-705.4836765386101,-1926.9062089603558,235.07044443557015,-133.37342638741117
COL,2008-11-01,-2366.55924223017,2902.2824218363,716.831821162338,-392.4001866,-482.1609841033057,1170.63311616389,3226.7140563986377,-705.4836765386101,-1926.9062089603558,235.07044443557015,-133.37342638741117
COL,2008-12-01,-2366.55924223017,2902.2824218363,716.831821162338,-392.4001866,-482.1609841033057,1170.63311616389,3226.7140563986377,-705.4836765386101,-1926.9062089603558,235.07044443557015,-133.37342638741117
COL,2009-01-01,-932.176790502857,2289.8999128831,81.2829479650943,973.99870015,84.86140210426743,1079.85899274959,3345.181560998194,1434.3824517273133,567.0223862075732,118.46750459955638,-117.60022168987557
COL,2009-02-01,-932.176790502857,2289.8999128831,81.2829479650943,973.99870015,84.86140210426743,1079.85899274959,3345.181560998194,1434.3824517273133,567.0223862075732,118.46750459955638,-117.60022168987557
COL,2009-03-01,-932.176790502857,2289.8999128831,81.2829479650943,973.99870015,84.86140210426743,1079.85899274959,3345.181560998194,1434.3824517273133,567.0223862075732,118.46750459955638,-117.60022168987557
COL,2009-04-01,-760.919026097352,2789.68843317211,-1083.33744950098,435.16806607,-208.8808951528698,994.777845950862,2141.5190497411295,171.257764405505,-293.74229725713724,-1203.6625112570646,-346.14358232759605
COL,2009-05-01,-760.919026097352,2789.68843317211,-1083.33744950098,435.16806607,-208.8808951528698,994.777845950862,2141.5190497411295,171.257764405505,-293.74229725713724,-1203.6625112570646,-346.14358232759605
COL,2009-06-01,-760.919026097352,2789.68843317211,-1083.33744950098,435.16806607,-208.8808951528698,994.777845950862,2141.5190497411295,171.257764405505,-293.74229725713724,-1203.6625112570646,-346.14358232759605
COL,2009-07-01,-1296.26881924377,1959.09002788733,672.34078473,1826.35083803,1248.396842542852,932.220343442597,4457.78165064733,-535.3497931464179,1457.277737695722,2316.2626009062005,-697.6596574948661
COL,2009-08-01,-1296.26881924377,1959.09002788733,672.34078473,1826.35083803,1248.396842542852,932.220343442597,4457.78165064733,-535.3497931464179,1457.277737695722,2316.2626009062005,-697.6596574948661
COL,2009-09-01,-1296.26881924377,1959.09002788733,672.34078473,1826.35083803,1248.396842542852,932.220343442597,4457.78165064733,-535.3497931464179,1457.277737695722,2316.2626009062005,-697.6596574948661
COL,2009-10-01,-1443.64078365693,996.067803141906,1140.00709988,1432.63780518,316.7198601120725,1083.42233306242,3568.712708201906,-147.37196441315996,-931.6769824307795,-889.068942445424,-74.6298733448454
COL,2009-11-01,-1443.64078365693,996.067803141906,1140.00709988,1432.63780518,316.7198601120725,1083.42233306242,3568.712708201906,-147.37196441315996,-931.6769824307795,-889.068942445424,-74.6298733448454
COL,2009-12-01,-1443.64078365693,996.067803141906,1140.00709988,1432.63780518,316.7198601120725,1083.42233306242,3568.712708201906,-147.37196441315996,-931.6769824307795,-889.068942445424,-74.6298733448454
COL,2010-01-01,-1260.82026553694,1205.55030894,660.24851663,-571.983163,367.7417952210186,899.571704148154,1293.8156625699999,182.82051811998986,51.02193510894608,-2274.897045631906,16.109483974541973
COL,2010-02-01,-1260.82026553694,1205.55030894,660.24851663,-571.983163,367.7417952210186,899.571704148154,1293.8156625699999,182.82051811998986,51.02193510894608,-2274.897045631906,16.109483974541973
COL,2010-03-01,-1260.82026553694,1205.55030894,660.24851663,-571.983163,367.7417952210186,899.571704148154,1293.8156625699999,182.82051811998986,51.02193510894608,-2274.897045631906,16.109483974541973
COL,2010-04-01,-1405.75474288309,1944.89661582709,975.491388982915,1054.74213105,1116.132819730834,966.482630758758,3975.130135860005,-144.93447734615006,748.3910245098153,2681.314473290005,203.5099176203294
COL,2010-05-01,-1405.75474288309,1944.89661582709,975.491388982915,1054.74213105,1116.132819730834,966.482630758758,3975.130135860005,-144.93447734615006,748.3910245098153,2681.314473290005,203.5099176203294
COL,2010-06-01,-1405.75474288309,1944.89661582709,975.491388982915,1054.74213105,1116.132819730834,966.482630758758,3975.130135860005,-144.93447734615006,748.3910245098153,2681.314473290005,203.5099176203294
COL,2010-07-01,-3210.34897405779,2348.60968340608,4754.27331263918,1513.35430545,440.0927498020605,1008.92149662427,8616.23730149526,-1804.5942311747,-676.0400699287734,4641.107165635256,-60.56985853097725
COL,2010-08-01,-3210.34897405779,2348.60968340608,4754.27331263918,1513.35430545,440.0927498020605,1008.92149662427,8616.23730149526,-1804.5942311747,-676.0400699287734,4641.107165635256,-60.56985853097725
COL,2010-09-01,-3210.34897405779,2348.60968340608,4754.27331263918,1513.35430545,440.0927498020605,1008.92149662427,8616.23730149526,-1804.5942311747,-676.0400699287734,4641.107165635256,-60.56985853097725
COL,2010-10-01,-2706.08766502411,930.933004820956,3692.20490332667,1266.43698472,1193.255356737118,1121.37285038544,5889.574892867626,504.2613090336804,753.1626069350575,-2726.662408627635,171.13724488163137
COL,2010-11-01,-2706.08766502411,930.933004820956,3692.20490332667,1266.43698472,1193.255356737118,1121.37285038544,5889.574892867626,504.2613090336804,753.1626069350575,-2726.662408627635,171.13724488163137
COL,2010-12-01,-2706.08766502411,930.933004820956,3692.20490332667,1266.43698472,1193.255356737118,1121.37285038544,5889.574892867626,504.2613090336804,753.1626069350575,-2726.662408627635,171.13724488163137
COL,2011-01-01,-2002.96522101127,3113.32095581288,1330.51820997,1871.25593073,1205.911333495935,970.490136852789,6315.0950965128795,703.1224440128399,12.655976758816905,425.5202036452538,1.0606260166661885
COL,2011-02-01,-2002.96522101127,3113.32095581288,1330.51820997,1871.25593073,1205.911333495935,970.490136852789,6315.0950965128795,703.1224440128399,12.655976758816905,425.5202036452538,1.0606260166661885
COL,2011-03-01,-2002.96522101127,3113.32095581288,1330.51820997,1871.25593073,1205.911333495935,970.490136852789,6315.0950965128795,703.1224440128399,12.655976758816905,425.5202036452538,1.0606260166661885
COL,2011-04-01,-1726.11055521808,3103.69520380186,-160.064467530001,1000.13109231,1223.584867808323,984.317963195896,3943.761828581859,276.85466579318995,17.67353431238803,-2371.3332679310206,1.4655749408335472
COL,2011-05-01,-1726.11055521808,3103.69520380186,-160.064467530001,1000.13109231,1223.584867808323,984.317963195896,3943.761828581859,276.85466579318995,17.67353431238803,-2371.3332679310206,1.4655749408335472
COL,2011-06-01,-1726.11055521808,3103.69520380186,-160.064467530001,1000.13109231,1223.584867808323,984.317963195896,3943.761828581859,276.85466579318995,17.67353431238803,-2371.3332679310206,1.4655749408335472
COL,2011-07-01,-3030.84652015308,3776.36590344291,1396.3263156691,2305.13633646,1322.781800262893,1028.41927068267,7477.82855557201,-1304.7359649349999,99.19693245457006,3534.0667269901514,8.107074144538174
COL,2011-08-01,-3030.84652015308,3776.36590344291,1396.3263156691,2305.13633646,1322.781800262893,1028.41927068267,7477.82855557201,-1304.7359649349999,99.19693245457006,3534.0667269901514,8.107074144538174
COL,2011-09-01,-3030.84652015308,3776.36590344291,1396.3263156691,2305.13633646,1322.781800262893,1028.41927068267,7477.82855557201,-1304.7359649349999,99.19693245457006,3534.0667269901514,8.107074144538174
COL,2011-10-01,-2974.57702316194,4653.66657539191,768.37127583,2355.57780414,-15.68537201552254,1080.86852162452,7777.615655361909,56.26949699113993,-1338.4671722784155,299.787099789899,-101.18578680266126
COL,2011-11-01,-2974.57702316194,4653.66657539191,768.37127583,2355.57780414,-15.68537201552254,1080.86852162452,7777.615655361909,56.26949699113993,-1338.4671722784155,299.787099789899,-101.18578680266126
COL,2011-12-01,-2974.57702316194,4653.66657539191,768.37127583,2355.57780414,-15.68537201552254,1080.86852162452,7777.615655361909,56.26949699113993,-1338.4671722784155,299.787099789899,-101.18578680266126
COL,2012-01-01,-1838.26072128452,3533.33337075465,366.09360123035,1279.17599414002,831.1263325254477,935.530592684789,5178.6029661250195,1136.3163018774198,846.8117045409701,-2599.01268923689,-5398.735227337606
COL,2012-02-01,-1838.26072128452,3533.33337075465,366.09360123035,1279.17599414002,831.1263325254477,935.530592684789,5178.6029661250195,1136.3163018774198,846.8117045409701,-2599.01268923689,-5398.735227337606
COL,2012-03-01,-1838.26072128452,3533.33337075465,366.09360123035,1279.17599414002,831.1263325254477,935.530592684789,5178.6029661250195,1136.3163018774198,846.8117045409701,-2599.01268923689,-5398.735227337606
COL,2012-04-01,-3235.45808813858,4233.15901488354,-1712.10974779162,1367.67622284,1365.310945256096,1004.60804052534,3888.7254899319205,-1397.19736685406,534.1846127306483,-1289.877476193099,64.27237254142617
COL,2012-05-01,-3235.45808813858,4233.15901488354,-1712.10974779162,1367.67622284,1365.310945256096,1004.60804052534,3888.7254899319205,-1397.19736685406,534.1846127306483,-1289.877476193099,64.27237254142617
COL,2012-06-01,-3235.45808813858,4233.15901488354,-1712.10974779162,1367.67622284,1365.310945256096,1004.60804052534,3888.7254899319205,-1397.19736685406,534.1846127306483,-1289.877476193099,64.27237254142617
COL,2012-07-01,-3596.24167390599,3327.75890861431,69.6642134086406,3787.99686038,1438.033694936149,990.258068341395,7185.41998240295,-360.78358576740993,72.72274968005308,3296.6944924710297,5.326460608313099
COL,2012-08-01,-3596.24167390599,3327.75890861431,69.6642134086406,3787.99686038,1438.033694936149,990.258068341395,7185.41998240295,-360.78358576740993,72.72274968005308,3296.6944924710297,5.326460608313099
COL,2012-09-01,-3596.24167390599,3327.75890861431,69.6642134086406,3787.99686038,1438.033694936149,990.258068341395,7185.41998240295,-360.78358576740993,72.72274968005308,3296.6944924710297,5.326460608313099
COL,2012-10-01,-2970.03844642398,3945.7278446389,-1296.44386179787,920.854752269994,1686.918024322657,1039.26250536027,3570.1387351110234,626.2032274820099,248.88432938650794,-3615.281247291927,17.307266878580265
COL,2012-11-01,-2970.03844642398,3945.7278446389,-1296.44386179787,920.854752269994,1686.918024322657,1039.26250536027,3570.1387351110234,626.2032274820099,248.88432938650794,-3615.281247291927,17.307266878580265
COL,2012-12-01,-2970.03844642398,3945.7278446389,-1296.44386179787,920.854752269994,1686.918024322657,1039.26250536027,3570.1387351110234,626.2032274820099,248.88432938650794,-3615.281247291927,17.307266878580265
COL,2013-01-01,-3439.15765867403,3670.291481973,769.987074803163,3043.86437635,2069.485464479099,980.897885575389,7484.1429331261625,-469.1192122500497,382.567440156442,3914.004198015139,22.678484350776507
COL,2013-02-01,-3439.15765867403,3670.291481973,769.987074803163,3043.86437635,2069.485464479099,980.897885575389,7484.1429331261625,-469.1192122500497,382.567440156442,3914.004198015139,22.678484350776507
COL,2013-03-01,-3439.15765867403,3670.291481973,769.987074803163,3043.86437635,2069.485464479099,980.897885575389,7484.1429331261625,-469.1192122500497,382.567440156442,3914.004198015139,22.678484350776507
COL,2013-04-01,-2205.94382170442,4015.06092498519,1848.92963879715,1863.34241952001,2044.482701191642,1155.78858122778,7727.33298330235,1233.21383696961,-25.0027632874569,243.19005017618747,-1.208163271335183
COL,2013-05-01,-2205.94382170442,4015.06092498519,1848.92963879715,1863.34241952001,2044.482701191642,1155.78858122778,7727.33298330235,1233.21383696961,-25.0027632874569,243.19005017618747,-1.208163271335183
COL,2013-06-01,-2205.94382170442,4015.06092498519,1848.92963879715,1863.34241952001,2044.482701191642,1155.78858122778,7727.33298330235,1233.21383696961,-25.0027632874569,243.19005017618747,-1.208163271335183
COL,2013-07-01,-3596.21897327385,4712.97445814016,1429.83423497103,5470.80977397,2037.336399371948,1120.59601536817,11613.618467081189,-1390.2751515694304,-7.146301819694145,3886.285483778839,-0.3495408308189063
COL,2013-08-01,-3596.21897327385,4712.97445814016,1429.83423497103,5470.80977397,2037.336399371948,1120.59601536817,11613.618467081189,-1390.2751515694304,-7.146301819694145,3886.285483778839,-0.3495408308189063
COL,2013-09-01,-3596.21897327385,4712.97445814016,1429.83423497103,5470.80977397,2037.336399371948,1120.59601536817,11613.618467081189,-1390.2751515694304,-7.146301819694145,3886.285483778839,-0.3495408308189063
COL,2013-10-01,-3123.80728836779,3812.09215088325,931.886801501554,695.08024751997,789.4718281307436,1143.76160739699,5439.059199904774,472.41168490606015,-1247.8645712412044,-6174.559267176415,-61.24980497211383
COL,2013-11-01,-3123.80728836779,3812.09215088325,931.886801501554,695.08024751997,789.4718281307436,1143.76160739699,5439.059199904774,472.41168490606015,-1247.8645712412044,-6174.559267176415,-61.24980497211383
COL,2013-12-01,-3123.80728836779,3812.09215088325,931.886801501554,695.08024751997,789.4718281307436,1143.76160739699,5439.059199904774,472.41168490606015,-1247.8645712412044,-6174.559267176415,-61.24980497211383
COL,2014-01-01,-4124.71111797634,3789.92690335392,433.738417320156,4231.32242919,676.8761527111332,1021.49781233303,8454.987749864074,-1000.9038296085496,-112.59567541961042,3015.9285499593007,-14.262152417294816
COL,2014-02-01,-4124.71111797634,3789.92690335392,433.738417320156,4231.32242919,676.8761527111332,1021.49781233303,8454.987749864074,-1000.9038296085496,-112.59567541961042,3015.9285499593007,-14.262152417294816
COL,2014-03-01,-4124.71111797634,3789.92690335392,433.738417320156,4231.32242919,676.8761527111332,1021.49781233303,8454.987749864074,-1000.9038296085496,-112.59567541961042,3015.9285499593007,-14.262152417294816
COL,2014-04-01,-4189.28411916673,4945.40878633648,-1174.07663617652,6002.11655333,1113.280765237489,948.549245052617,9773.448703489961,-64.57300119039064,436.4046125263559,1318.4609536258868,64.47333249640988
COL,2014-05-01,-4189.28411916673,4945.40878633648,-1174.07663617652,6002.11655333,1113.280765237489,948.549245052617,9773.448703489961,-64.57300119039064,436.4046125263559,1318.4609536258868,64.47333249640988
COL,2014-06-01,-4189.28411916673,4945.40878633648,-1174.07663617652,6002.11655333,1113.280765237489,948.549245052617,9773.448703489961,-64.57300119039064,436.4046125263559,1318.4609536258868,64.47333249640988
