iso3,year_month,bop_current_account_balance_usd,bop_fdi_liabilities_usd,bop_other_investment_loans_liabilities_usd,bop_portfolio_liabilities_usd,bop_reserve_assets_usd,bop_workers_remittances_credit_usd,bop_total_liability_inflows_usd,bop_current_account_balance_usd_3m_change,bop_reserve_assets_usd_3m_change,bop_total_liability_inflows_usd_3m_change,bop_reserve_assets_3m_pct_change
ARG,2005-11-01,1459.0,1063.71,-1458.1,1189.16,2571.397464321032,108.42,794.77,-495.99,-48.23684329530897,967.8899999999999,-1.841357900798024
ARG,2005-12-01,1459.0,1063.71,-1458.1,1189.16,2571.397464321032,108.42,794.77,-495.99,-48.23684329530897,967.8899999999999,-1.841357900798024
ARG,2006-01-01,703.266873532502,1752.95977530608,-11040.576681048,3000.32621789303,-6666.47042984072,0.0,-6287.29068784889,-755.733126467498,-9237.86789416175,-7082.060687848891,-359.25476408607165
ARG,2006-02-01,703.266873532502,1752.95977530608,-11040.576681048,3000.32621789303,-6666.47042984072,0.0,-6287.29068784889,-755.733126467498,-9237.86789416175,-7082.060687848891,-359.25476408607165
ARG,2006-03-01,703.266873532502,1752.95977530608,-11040.576681048,3000.32621789303,-6666.47042984072,0.0,-6287.29068784889,-755.733126467498,-9237.86789416175,-7082.060687848891,-359.25476408607165
ARG,2006-04-01,1916.59445117935,1763.33679570055,-1097.79976600682,2021.18878315304,3839.64787692299,0.0,2686.72581284677,1213.327577646848,10506.11830676371,8974.01650069566,-157.59641353445156
ARG,2006-05-01,1916.59445117935,1763.33679570055,-1097.79976600682,2021.18878315304,3839.64787692299,0.0,2686.72581284677,1213.327577646848,10506.11830676371,8974.01650069566,-157.59641353445156
ARG,2006-06-01,1916.59445117935,1763.33679570055,-1097.79976600682,2021.18878315304,3839.64787692299,0.0,2686.72581284677,1213.327577646848,10506.11830676371,8974.01650069566,-157.59641353445156
ARG,2006-07-01,1516.86647919467,1541.81868660559,-630.111189692493,985.046171834329,2529.715072409298,0.0,1896.7536687474258,-399.7279719846799,-1309.9328045136917,-789.9721440993444,-34.115961840840555
ARG,2006-08-01,1516.86647919467,1541.81868660559,-630.111189692493,985.046171834329,2529.715072409298,0.0,1896.7536687474258,-399.7279719846799,-1309.9328045136917,-789.9721440993444,-34.115961840840555
ARG,2006-09-01,1516.86647919467,1541.81868660559,-630.111189692493,985.046171834329,2529.715072409298,0.0,1896.7536687474258,-399.7279719846799,-1309.9328045136917,-789.9721440993444,-34.115961840840555
ARG,2006-10-01,2362.07471629801,479.232528581092,162.569179507664,2493.82921585812,3790.600104685195,0.0,3135.630923946876,845.20823710334,1260.8850322758972,1238.8772551994502,49.8429663493696
ARG,2006-11-01,2362.07471629801,479.232528581092,162.569179507664,2493.82921585812,3790.600104685195,0.0,3135.630923946876,845.20823710334,1260.8850322758972,1238.8772551994502,49.8429663493696
ARG,2006-12-01,2362.07471629801,479.232528581092,162.569179507664,2493.82921585812,3790.600104685195,0.0,3135.630923946876,845.20823710334,1260.8850322758972,1238.8772551994502,49.8429663493696
ARG,2007-01-01,601.802087421871,1127.0578410409,-182.496459915794,2571.99404169384,4659.591840091163,0.0,3516.5554228189458,-1760.2726288761392,868.991735405968,380.92449887206976,22.924911924417746
ARG,2007-02-01,601.802087421871,1127.0578410409,-182.496459915794,2571.99404169384,4659.591840091163,0.0,3516.5554228189458,-1760.2726288761392,868.991735405968,380.92449887206976,22.924911924417746
ARG,2007-03-01,601.802087421871,1127.0578410409,-182.496459915794,2571.99404169384,4659.591840091163,0.0,3516.5554228189458,-1760.2726288761392,868.991735405968,380.92449887206976,22.924911924417746
ARG,2007-04-01,2026.19055518011,1099.817191871,-356.523124573829,5868.50000893534,6339.527465010055,0.0,6611.794076232511,1424.3884677582391,1679.9356249188913,3095.238653413565,36.05327853965046
ARG,2007-05-01,2026.19055518011,1099.817191871,-356.523124573829,5868.50000893534,6339.527465010055,0.0,6611.794076232511,1424.3884677582391,1679.9356249188913,3095.238653413565,36.05327853965046
ARG,2007-06-01,2026.19055518011,1099.817191871,-356.523124573829,5868.50000893534,6339.527465010055,0.0,6611.794076232511,1424.3884677582391,1679.9356249188913,3095.238653413565,36.05327853965046
ARG,2007-07-01,449.264826671577,1891.69520424701,1558.754046454,-1274.04916708212,-841.5452762181267,0.0,2176.4000836188898,-1576.9257285085332,-7181.072741228181,-4435.393992613621,-113.27457418337397
ARG,2007-08-01,449.264826671577,1891.69520424701,1558.754046454,-1274.04916708212,-841.5452762181267,0.0,2176.4000836188898,-1576.9257285085332,-7181.072741228181,-4435.393992613621,-113.27457418337397
ARG,2007-09-01,449.264826671577,1891.69520424701,1558.754046454,-1274.04916708212,-841.5452762181267,0.0,2176.4000836188898,-1576.9257285085332,-7181.072741228181,-4435.393992613621,-113.27457418337397
ARG,2007-10-01,2971.28042361313,2354.58752497024,1424.96359143987,1475.06681409314,2932.994768222015,0.0,5254.617930503249,2522.015596941553,3774.5400444401416,3078.2178468843595,-448.5248923745119
ARG,2007-11-01,2971.28042361313,2354.58752497024,1424.96359143987,1475.06681409314,2932.994768222015,0.0,5254.617930503249,2522.015596941553,3774.5400444401416,3078.2178468843595,-448.5248923745119
ARG,2007-12-01,2971.28042361313,2354.58752497024,1424.96359143987,1475.06681409314,2932.994768222015,0.0,5254.617930503249,2522.015596941553,3774.5400444401416,3078.2178468843595,-448.5248923745119
ARG,2008-01-01,1323.2145641691,3483.00464403716,621.197467278101,-319.428624511622,3534.250188228238,0.0,3784.773486803639,-1648.0658594440301,601.2554200062232,-1469.84444369961,20.49970993881809
ARG,2008-02-01,1323.2145641691,3483.00464403716,621.197467278101,-319.428624511622,3534.250188228238,0.0,3784.773486803639,-1648.0658594440301,601.2554200062232,-1469.84444369961,20.49970993881809
ARG,2008-03-01,1323.2145641691,3483.00464403716,621.197467278101,-319.428624511622,3534.250188228238,0.0,3784.773486803639,-1648.0658594440301,601.2554200062232,-1469.84444369961,20.49970993881809
ARG,2008-04-01,319.259793938225,2264.80280190579,1188.28995196617,-1456.06737454994,-2621.056873335819,0.0,1997.0253793220202,-1003.9547702308749,-6155.307061564057,-1787.748107481619,-174.16161091441538
ARG,2008-05-01,319.259793938225,2264.80280190579,1188.28995196617,-1456.06737454994,-2621.056873335819,0.0,1997.0253793220202,-1003.9547702308749,-6155.307061564057,-1787.748107481619,-174.16161091441538
