iso3,year_month,acled_total_events,acled_battles,acled_explosions,acled_violence_against_civilians,acled_protests,acled_riots,acled_strategic_developments,acled_total_fatalities,acled_civilian_targeting_events,acled_fatalities_per_event,acled_violence_share,acled_protest_share
ARG,2018-01-01,115,0.0,0.0,0.0,105.0,9.0,1.0,0,1.0,0.0,0.0,0.991304347826087
ARG,2018-02-01,131,0.0,0.0,1.0,109.0,21.0,0.0,1,1.0,0.007633587786259542,0.007633587786259542,0.9923664122137404
ARG,2018-03-01,231,0.0,0.0,3.0,216.0,12.0,0.0,2,7.0,0.008658008658008658,0.012987012987012988,0.987012987012987
ARG,2018-04-01,247,0.0,0.0,4.0,237.0,6.0,0.0,2,6.0,0.008097165991902834,0.016194331983805668,0.9838056680161943
ARG,2018-05-01,193,0.0,0.0,2.0,179.0,12.0,0.0,0,3.0,0.0,0.010362694300518135,0.9896373056994818
ARG,2018-06-01,227,0.0,0.0,4.0,198.0,25.0,0.0,2,9.0,0.00881057268722467,0.01762114537444934,0.9823788546255506
ARG,2018-07-01,186,0.0,3.0,4.0,173.0,5.0,1.0,0,4.0,0.0,0.03763440860215054,0.956989247311828
ARG,2018-08-01,185,0.0,1.0,3.0,174.0,7.0,0.0,0,3.0,0.0,0.021621621621621623,0.9783783783783784
ARG,2018-09-01,191,0.0,1.0,5.0,172.0,11.0,2.0,5,8.0,0.02617801047120419,0.031413612565445025,0.9581151832460733
ARG,2018-10-01,142,0.0,1.0,10.0,120.0,8.0,3.0,3,13.0,0.02112676056338028,0.07746478873239436,0.9014084507042254
ARG,2018-11-01,144,0.0,3.0,3.0,124.0,10.0,4.0,12,4.0,0.08333333333333333,0.041666666666666664,0.9305555555555556
ARG,2018-12-01,138,0.0,0.0,9.0,123.0,4.0,2.0,0,11.0,0.0,0.06521739130434782,0.9202898550724637
ARG,2019-01-01,134,0.0,0.0,3.0,117.0,13.0,1.0,5,9.0,0.03731343283582089,0.022388059701492536,0.9701492537313433
ARG,2019-02-01,141,0.0,0.0,4.0,124.0,12.0,1.0,1,6.0,0.0070921985815602835,0.028368794326241134,0.9645390070921985
ARG,2019-03-01,69,0.0,0.0,1.0,67.0,0.0,1.0,0,1.0,0.0,0.014492753623188406,0.9710144927536232
ARG,2019-04-01,47,0.0,0.0,0.0,42.0,5.0,0.0,2,2.0,0.0425531914893617,0.0,1.0
ARG,2019-05-01,76,0.0,0.0,6.0,60.0,10.0,0.0,7,7.0,0.09210526315789473,0.07894736842105263,0.9210526315789473
ARG,2019-06-01,62,0.0,0.0,2.0,49.0,11.0,0.0,1,3.0,0.016129032258064516,0.03225806451612903,0.967741935483871
ARG,2019-07-01,90,0.0,0.0,1.0,82.0,7.0,0.0,1,2.0,0.011111111111111112,0.011111111111111112,0.9888888888888889
ARG,2019-08-01,133,0.0,0.0,5.0,113.0,13.0,2.0,5,8.0,0.03759398496240601,0.03759398496240601,0.9473684210526315
ARG,2019-09-01,134,0.0,0.0,0.0,127.0,7.0,0.0,0,1.0,0.0,0.0,1.0
ARG,2019-10-01,86,0.0,0.0,3.0,70.0,13.0,0.0,0,4.0,0.0,0.03488372093023256,0.9651162790697675
ARG,2019-11-01,155,0.0,0.0,1.0,138.0,13.0,3.0,1,1.0,0.0064516129032258064,0.0064516129032258064,0.9741935483870968
ARG,2019-12-01,151,1.0,0.0,4.0,131.0,12.0,3.0,1,6.0,0.006622516556291391,0.033112582781456956,0.9470198675496688
ARG,2020-01-01,168,0.0,0.0,5.0,155.0,7.0,1.0,1,7.0,0.005952380952380952,0.02976190476190476,0.9642857142857143
ARG,2020-02-01,173,0.0,0.0,1.0,168.0,3.0,1.0,1,1.0,0.005780346820809248,0.005780346820809248,0.9884393063583815
ARG,2020-03-01,130,0.0,0.0,0.0,119.0,8.0,3.0,6,0.0,0.046153846153846156,0.0,0.9769230769230769
ARG,2020-04-01,89,0.0,0.0,7.0,70.0,12.0,0.0,3,10.0,0.033707865168539325,0.07865168539325842,0.9213483146067416
ARG,2020-05-01,180,0.0,0.0,8.0,163.0,8.0,1.0,1,9.0,0.005555555555555556,0.044444444444444446,0.95
ARG,2020-06-01,268,0.0,0.0,5.0,251.0,11.0,1.0,1,7.0,0.0037313432835820895,0.018656716417910446,0.9776119402985075
ARG,2020-07-01,204,0.0,0.0,7.0,187.0,10.0,0.0,3,7.0,0.014705882352941176,0.03431372549019608,0.9656862745098039
ARG,2020-08-01,241,0.0,0.0,3.0,231.0,7.0,0.0,1,4.0,0.004149377593360996,0.012448132780082987,0.9875518672199171
ARG,2020-09-01,460,1.0,0.0,2.0,437.0,19.0,1.0,1,5.0,0.002173913043478261,0.006521739130434782,0.991304347826087
ARG,2020-10-01,403,0.0,0.0,2.0,380.0,21.0,0.0,5,5.0,0.01240694789081886,0.004962779156327543,0.9950372208436724
ARG,2020-11-01,376,0.0,0.0,1.0,357.0,18.0,0.0,0,3.0,0.0,0.0026595744680851063,0.9973404255319149
ARG,2020-12-01,255,0.0,0.0,1.0,241.0,12.0,1.0,1,2.0,0.00392156862745098,0.00392156862745098,0.9921568627450981
ARG,2021-01-01,201,0.0,0.0,1.0,197.0,3.0,0.0,1,2.0,0.004975124378109453,0.004975124378109453,0.9950248756218906
ARG,2021-02-01,285,0.0,0.0,2.0,269.0,14.0,0.0,1,3.0,0.0035087719298245615,0.007017543859649123,0.9929824561403509
ARG,2021-03-01,375,0.0,0.0,3.0,354.0,17.0,1.0,0,4.0,0.0,0.008,0.9893333333333333
ARG,2021-04-01,358,0.0,0.0,2.0,338.0,17.0,1.0,0,5.0,0.0,0.00558659217877095,0.9916201117318436
ARG,2021-05-01,266,0.0,1.0,2.0,254.0,9.0,0.0,0,2.0,0.0,0.011278195488721804,0.9887218045112782
ARG,2021-06-01,206,0.0,0.0,2.0,193.0,11.0,0.0,2,5.0,0.009708737864077669,0.009708737864077669,0.9902912621359223
ARG,2021-07-01,172,0.0,0.0,1.0,157.0,13.0,1.0,0,4.0,0.0,0.005813953488372093,0.9883720930232558
ARG,2021-08-01,248,0.0,0.0,6.0,225.0,17.0,0.0,2,9.0,0.008064516129032258,0.024193548387096774,0.9758064516129032
ARG,2021-09-01,220,0.0,0.0,4.0,199.0,17.0,0.0,5,7.0,0.022727272727272728,0.01818181818181818,0.9818181818181818
ARG,2021-10-01,258,0.0,0.0,1.0,227.0,27.0,3.0,0,5.0,0.0,0.003875968992248062,0.9844961240310077
ARG,2021-11-01,241,0.0,0.0,9.0,205.0,23.0,4.0,6,13.0,0.024896265560165973,0.03734439834024896,0.946058091286307
ARG,2021-12-01,212,0.0,0.0,2.0,190.0,20.0,0.0,2,5.0,0.009433962264150943,0.009433962264150943,0.9905660377358491
ARG,2022-01-01,138,0.0,0.0,1.0,120.0,16.0,1.0,2,3.0,0.014492753623188406,0.007246376811594203,0.9855072463768116
ARG,2022-02-01,133,0.0,0.0,0.0,124.0,9.0,0.0,1,0.0,0.007518796992481203,0.0,1.0
ARG,2022-03-01,250,0.0,0.0,1.0,232.0,16.0,1.0,0,4.0,0.0,0.004,0.992
ARG,2022-04-01,246,0.0,0.0,0.0,231.0,13.0,2.0,0,2.0,0.0,0.0,0.991869918699187
ARG,2022-05-01,201,0.0,0.0,2.0,192.0,7.0,0.0,0,3.0,0.0,0.009950248756218905,0.9900497512437811
ARG,2022-06-01,327,0.0,0.0,1.0,300.0,24.0,2.0,3,5.0,0.009174311926605505,0.0030581039755351682,0.9908256880733946
ARG,2022-07-01,214,0.0,0.0,4.0,193.0,15.0,2.0,2,5.0,0.009345794392523364,0.018691588785046728,0.9719626168224299
ARG,2022-08-01,219,0.0,0.0,1.0,208.0,9.0,1.0,0,2.0,0.0,0.0045662100456621,0.9908675799086758
ARG,2022-09-01,248,1.0,0.0,2.0,234.0,9.0,2.0,0,2.0,0.0,0.012096774193548387,0.9798387096774194
ARG,2022-10-01,214,0.0,0.0,2.0,196.0,12.0,4.0,3,4.0,0.014018691588785047,0.009345794392523364,0.9719626168224299
ARG,2022-11-01,279,0.0,0.0,4.0,253.0,21.0,1.0,3,6.0,0.010752688172043012,0.014336917562724014,0.982078853046595
ARG,2022-12-01,207,0.0,0.0,4.0,186.0,17.0,0.0,2,5.0,0.00966183574879227,0.01932367149758454,0.9806763285024155
ARG,2023-01-01,125,0.0,0.0,2.0,106.0,14.0,3.0,3,8.0,0.024,0.016,0.96
ARG,2023-02-01,186,0.0,0.0,3.0,169.0,14.0,0.0,1,5.0,0.005376344086021506,0.016129032258064516,0.9838709677419355
ARG,2023-03-01,326,0.0,0.0,1.0,295.0,30.0,0.0,0,4.0,0.0,0.003067484662576687,0.9969325153374233
ARG,2023-04-01,269,0.0,0.0,0.0,247.0,22.0,0.0,2,7.0,0.007434944237918215,0.0,1.0
ARG,2023-05-01,202,0.0,0.0,1.0,184.0,16.0,1.0,0,6.0,0.0,0.0049504950495049506,0.9900990099009901
ARG,2023-06-01,302,0.0,0.0,0.0,283.0,19.0,0.0,0,1.0,0.0,0.0,1.0
ARG,2023-07-01,300,0.0,0.0,0.0,290.0,10.0,0.0,0,1.0,0.0,0.0,1.0
ARG,2023-08-01,156,0.0,0.0,0.0,137.0,16.0,3.0,0,1.0,0.0,0.0,0.9807692307692307
ARG,2023-09-01,161,1.0,0.0,1.0,146.0,12.0,1.0,1,2.0,0.006211180124223602,0.012422360248447204,0.9813664596273292
ARG,2023-10-01,113,0.0,0.0,0.0,103.0,8.0,2.0,0,0.0,0.0,0.0,0.9823008849557522
ARG,2023-11-01,130,0.0,0.0,0.0,120.0,9.0,1.0,0,0.0,0.0,0.0,0.9923076923076923
ARG,2023-12-01,140,0.0,0.0,0.0,134.0,6.0,0.0,0,0.0,0.0,0.0,1.0
ARG,2024-01-01,155,0.0,0.0,0.0,150.0,5.0,0.0,0,0.0,0.0,0.0,1.0
ARG,2024-02-01,126,0.0,0.0,0.0,120.0,6.0,0.0,0,0.0,0.0,0.0,1.0
ARG,2024-03-01,143,0.0,0.0,0.0,139.0,4.0,0.0,0,0.0,0.0,0.0,1.0
ARG,2024-04-01,123,0.0,0.0,0.0,118.0,4.0,1.0,0,1.0,0.0,0.0,0.991869918699187
ARG,2024-05-01,167,0.0,0.0,1.0,151.0,15.0,0.0,3,1.0,0.017964071856287425,0.005988023952095809,0.9940119760479041
ARG,2024-06-01,105,0.0,0.0,0.0,97.0,8.0,0.0,0,0.0,0.0,0.0,1.0
ARG,2024-07-01,93,0.0,0.0,0.0,84.0,9.0,0.0,0,0.0,0.0,0.0,1.0
ARG,2024-08-01,89,0.0,0.0,0.0,86.0,3.0,0.0,0,0.0,0.0,0.0,1.0
ARG,2024-09-01,104,0.0,1.0,0.0,94.0,9.0,0.0,0,1.0,0.0,0.009615384615384616,0.9903846153846154
ARG,2024-10-01,313,0.0,0.0,0.0,297.0,16.0,0.0,0,5.0,0.0,0.0,1.0
ARG,2024-11-01,124,0.0,0.0,0.0,119.0,5.0,0.0,0,0.0,0.0,0.0,1.0
ARG,2024-12-01,93,0.0,0.0,0.0,83.0,9.0,1.0,0,0.0,0.0,0.0,0.989247311827957
BRA,2018-01-01,1265,389.0,48.0,371.0,268.0,82.0,107.0,751,389.0,0.5936758893280633,0.6387351778656126,0.2766798418972332
BRA,2018-02-01,1263,319.0,59.0,350.0,335.0,87.0,113.0,648,375.0,0.5130641330166271,0.5764053840063341,0.3341250989707047
BRA,2018-03-01,1539,414.0,51.0,368.0,463.0,122.0,121.0,717,401.0,0.46588693957115007,0.5412605588044185,0.38011695906432746
BRA,2018-04-01,1718,408.0,28.0,414.0,561.0,154.0,153.0,764,444.0,0.4447031431897555,0.4947613504074505,0.4161816065192084
BRA,2018-05-01,4397,354.0,24.0,255.0,3417.0,145.0,202.0,563,267.0,0.12804184671366842,0.1439617921309984,0.8100977939504207
BRA,2018-06-01,1153,411.0,36.0,297.0,150.0,36.0,223.0,662,301.0,0.5741543798785776,0.645273200346921,0.16131830008673026
BRA,2018-07-01,1251,439.0,40.0,313.0,223.0,51.0,185.0,680,317.0,0.5435651478816946,0.6330935251798561,0.2190247801758593
BRA,2018-08-01,1479,510.0,39.0,410.0,239.0,109.0,172.0,730,453.0,0.4935767410412441,0.6484110885733604,0.23529411764705882
BRA,2018-09-01,1002,316.0,40.0,142.0,362.0,46.0,96.0,356,168.0,0.35528942115768464,0.49700598802395207,0.40718562874251496
BRA,2018-10-01,942,363.0,34.0,231.0,159.0,53.0,102.0,544,248.0,0.5774946921443737,0.6666666666666666,0.22505307855626328
BRA,2018-11-01,1054,384.0,32.0,242.0,166.0,35.0,195.0,522,251.0,0.4952561669829222,0.6242884250474383,0.19070208728652752
BRA,2018-12-01,995,325.0,37.0,189.0,214.0,39.0,191.0,436,197.0,0.4381909547738693,0.5537688442211055,0.2542713567839196
BRA,2019-01-01,1331,442.0,28.0,319.0,192.0,93.0,257.0,688,326.0,0.5169045830202855,0.5927873779113448,0.21412471825694968
BRA,2019-02-01,822,282.0,21.0,128.0,176.0,30.0,185.0,343,130.0,0.4172749391727494,0.524330900243309,0.25060827250608275
BRA,2019-03-01,1215,354.0,10.0,229.0,361.0,36.0,225.0,455,231.0,0.37448559670781895,0.48806584362139915,0.3267489711934156
BRA,2019-04-01,866,297.0,20.0,163.0,186.0,39.0,161.0,398,167.0,0.45958429561200925,0.5542725173210161,0.25981524249422633
BRA,2019-05-01,1531,334.0,21.0,197.0,731.0,57.0,191.0,521,205.0,0.3403004572175049,0.3605486610058785,0.5146962769431744
BRA,2019-06-01,1250,277.0,12.0,202.0,455.0,79.0,225.0,405,209.0,0.324,0.3928,0.4272
BRA,2019-07-01,888,371.0,19.0,179.0,158.0,48.0,113.0,533,187.0,0.6002252252252253,0.6407657657657657,0.23198198198198197
BRA,2019-08-01,1013,302.0,7.0,216.0,309.0,35.0,144.0,449,226.0,0.4432379072063179,0.5182625863770978,0.3395853899308983
BRA,2019-09-01,951,249.0,9.0,196.0,231.0,44.0,222.0,436,200.0,0.45846477392218715,0.4773922187171398,0.2891692954784437
BRA,2019-10-01,929,269.0,8.0,277.0,176.0,30.0,169.0,511,279.0,0.55005382131324,0.596340150699677,0.2217438105489774
BRA,2019-11-01,969,267.0,8.0,240.0,250.0,32.0,172.0,491,244.0,0.5067079463364293,0.5314757481940144,0.29102167182662536
BRA,2019-12-01,909,283.0,9.0,241.0,129.0,49.0,198.0,531,259.0,0.5841584158415841,0.5863586358635864,0.19581958195819582
BRA,2020-01-01,1088,359.0,13.0,360.0,156.0,66.0,134.0,670,394.0,0.6158088235294118,0.6727941176470589,0.20404411764705882
BRA,2020-02-01,871,245.0,11.0,272.0,149.0,52.0,142.0,459,295.0,0.5269804822043628,0.6061997703788748,0.23076923076923078
BRA,2020-03-01,1171,269.0,13.0,289.0,369.0,85.0,146.0,504,327.0,0.430401366353544,0.48761742100768574,0.38770281810418444
BRA,2020-04-01,982,314.0,9.0,274.0,186.0,32.0,167.0,521,295.0,0.5305498981670062,0.6079429735234216,0.2219959266802444
BRA,2020-05-01,884,260.0,14.0,228.0,190.0,34.0,158.0,415,248.0,0.46945701357466063,0.5678733031674208,0.25339366515837103
BRA,2020-06-01,850,216.0,7.0,204.0,220.0,28.0,175.0,393,219.0,0.4623529411764706,0.5023529411764706,0.2917647058823529
BRA,2020-07-01,923,257.0,8.0,230.0,256.0,34.0,138.0,434,250.0,0.47020585048754066,0.5362946912242686,0.314192849404117
BRA,2020-08-01,945,250.0,9.0,231.0,253.0,44.0,158.0,430,251.0,0.455026455026455,0.5185185185185185,0.3142857142857143
BRA,2020-09-01,942,255.0,8.0,250.0,234.0,51.0,144.0,422,268.0,0.44798301486199577,0.5445859872611465,0.30254777070063693
BRA,2020-10-01,902,319.0,14.0,283.0,129.0,46.0,111.0,575,300.0,0.6374722838137472,0.6829268292682927,0.19401330376940132
BRA,2020-11-01,936,218.0,7.0,304.0,217.0,58.0,132.0,409,327.0,0.43696581196581197,0.5651709401709402,0.2938034188034188
BRA,2020-12-01,854,281.0,10.0,238.0,162.0,41.0,122.0,458,254.0,0.5362997658079626,0.6194379391100703,0.23770491803278687
BRA,2021-01-01,1110,313.0,3.0,297.0,336.0,51.0,110.0,584,324.0,0.5261261261261261,0.5522522522522523,0.34864864864864864
BRA,2021-02-01,865,221.0,8.0,233.0,231.0,59.0,113.0,455,255.0,0.5260115606936416,0.5341040462427745,0.3352601156069364
BRA,2021-03-01,1075,285.0,9.0,263.0,353.0,52.0,113.0,486,278.0,0.45209302325581396,0.5181395348837209,0.3767441860465116
BRA,2021-04-01,894,298.0,16.0,246.0,196.0,43.0,95.0,504,267.0,0.5637583892617449,0.6263982102908278,0.26733780760626397
BRA,2021-05-01,1078,320.0,7.0,264.0,343.0,39.0,105.0,550,281.0,0.5102040816326531,0.5482374768089053,0.35435992578849723
BRA,2021-06-01,1146,287.0,9.0,273.0,399.0,48.0,130.0,528,295.0,0.4607329842931937,0.4965095986038394,0.3900523560209424
BRA,2021-07-01,1171,279.0,8.0,255.0,453.0,51.0,125.0,476,277.0,0.40649017933390263,0.4628522630230572,0.430401366353544
BRA,2021-08-01,974,315.0,7.0,273.0,236.0,50.0,93.0,542,296.0,0.5564681724845996,0.6108829568788501,0.2936344969199179
BRA,2021-09-01,1674,323.0,9.0,312.0,877.0,58.0,95.0,522,329.0,0.3118279569892473,0.3847072879330944,0.5585424133811231
BRA,2021-10-01,1104,363.0,8.0,313.0,278.0,45.0,97.0,615,333.0,0.5570652173913043,0.6195652173913043,0.29257246376811596
BRA,2021-11-01,973,294.0,6.0,349.0,186.0,50.0,88.0,550,372.0,0.5652620760534429,0.6670092497430626,0.24254881808838644
BRA,2021-12-01,901,240.0,5.0,359.0,180.0,39.0,78.0,547,383.0,0.607103218645949,0.6703662597114317,0.24306326304106549
BRA,2022-01-01,872,271.0,4.0,362.0,107.0,42.0,86.0,575,390.0,0.6594036697247706,0.7305045871559633,0.17087155963302753
BRA,2022-02-01,930,257.0,2.0,316.0,243.0,47.0,65.0,546,333.0,0.5870967741935483,0.6182795698924731,0.3118279569892473
BRA,2022-03-01,1119,302.0,2.0,356.0,331.0,70.0,58.0,611,383.0,0.5460232350312779,0.5898123324396782,0.3583556747095621
BRA,2022-04-01,1037,314.0,2.0,386.0,209.0,63.0,63.0,621,418.0,0.5988428158148505,0.6769527483124397,0.26229508196721313
BRA,2022-05-01,1201,362.0,7.0,455.0,243.0,53.0,81.0,742,477.0,0.6178184845961698,0.6860949208992506,0.24646128226477934
BRA,2022-06-01,1080,361.0,6.0,368.0,186.0,69.0,90.0,620,393.0,0.5740740740740741,0.6805555555555556,0.2361111111111111
BRA,2022-07-01,1135,442.0,4.0,400.0,136.0,66.0,87.0,677,435.0,0.5964757709251102,0.745374449339207,0.17797356828193833
BRA,2022-08-01,1223,475.0,3.0,442.0,170.0,79.0,54.0,720,472.0,0.588716271463614,0.7522485690923958,0.2035977105478332
BRA,2022-09-01,1291,393.0,2.0,448.0,340.0,58.0,50.0,675,476.0,0.52285050348567,0.6529821843532145,0.308288148721921
BRA,2022-10-01,1511,401.0,2.0,447.0,447.0,129.0,85.0,659,462.0,0.43613500992720056,0.5625413633355394,0.3812045003309067
BRA,2022-11-01,2246,355.0,7.0,457.0,1214.0,137.0,76.0,665,480.0,0.2960819234194123,0.36464826357969726,0.6015138023152271
BRA,2022-12-01,975,318.0,4.0,394.0,118.0,63.0,78.0,637,416.0,0.6533333333333333,0.7343589743589743,0.18564102564102564
BRA,2023-01-01,1099,381.0,5.0,423.0,160.0,49.0,81.0,736,437.0,0.6696997270245678,0.7361237488626023,0.19017288444040037
BRA,2023-02-01,908,353.0,3.0,345.0,116.0,32.0,59.0,662,361.0,0.7290748898678414,0.7720264317180616,0.16299559471365638
BRA,2023-03-01,1222,392.0,5.0,403.0,221.0,39.0,162.0,703,415.0,0.5752864157119476,0.6546644844517185,0.2127659574468085
BRA,2023-04-01,945,325.0,5.0,372.0,100.0,44.0,99.0,632,394.0,0.6687830687830688,0.7428571428571429,0.1523809523809524
BRA,2023-05-01,1217,386.0,3.0,441.0,216.0,44.0,127.0,742,460.0,0.6096959737058341,0.6820049301561216,0.21364009860312244
BRA,2023-06-01,1041,370.0,3.0,364.0,163.0,50.0,91.0,652,391.0,0.6263208453410183,0.7079731027857828,0.20461095100864554
BRA,2023-07-01,1083,391.0,2.0,431.0,105.0,62.0,92.0,760,456.0,0.7017543859649122,0.7608494921514312,0.15420129270544783
BRA,2023-08-01,1108,361.0,2.0,466.0,137.0,64.0,78.0,720,501.0,0.6498194945848376,0.7481949458483754,0.18140794223826714
BRA,2023-09-01,1052,363.0,6.0,420.0,120.0,49.0,94.0,749,448.0,0.7119771863117871,0.75,0.16064638783269963
BRA,2023-10-01,1025,374.0,5.0,408.0,120.0,35.0,83.0,755,424.0,0.7365853658536585,0.7678048780487805,0.15121951219512195
BRA,2023-11-01,892,309.0,2.0,379.0,93.0,43.0,66.0,651,400.0,0.7298206278026906,0.773542600896861,0.15246636771300448
BRA,2023-12-01,810,300.0,3.0,341.0,78.0,36.0,52.0,648,364.0,0.8,0.7950617283950617,0.14074074074074075
BRA,2024-01-01,952,357.0,4.0,388.0,91.0,42.0,70.0,647,405.0,0.6796218487394958,0.7867647058823529,0.13970588235294118
BRA,2024-02-01,786,299.0,2.0,335.0,50.0,27.0,73.0,596,344.0,0.7582697201017812,0.8091603053435115,0.09796437659033079
BRA,2024-03-01,1013,385.0,1.0,390.0,139.0,24.0,74.0,722,400.0,0.7127344521224087,0.7660414610069102,0.16090819348469892
BRA,2024-04-01,890,339.0,1.0,362.0,95.0,26.0,67.0,628,376.0,0.7056179775280899,0.7887640449438202,0.13595505617977527
BRA,2024-05-01,856,312.0,3.0,319.0,90.0,48.0,84.0,594,340.0,0.6939252336448598,0.7406542056074766,0.16121495327102803
BRA,2024-06-01,835,306.0,2.0,334.0,83.0,38.0,72.0,569,354.0,0.681437125748503,0.7688622754491018,0.14491017964071856
BRA,2024-07-01,846,327.0,3.0,332.0,76.0,35.0,73.0,570,350.0,0.6737588652482269,0.7825059101654847,0.13120567375886524
BRA,2024-08-01,946,343.0,0.0,426.0,62.0,37.0,78.0,671,448.0,0.7093023255813954,0.8128964059196617,0.10465116279069768
BRA,2024-09-01,970,300.0,1.0,444.0,85.0,46.0,94.0,655,469.0,0.6752577319587629,0.7680412371134021,0.13505154639175257
BRA,2024-10-01,1028,351.0,0.0,421.0,85.0,49.0,122.0,643,444.0,0.6254863813229572,0.7509727626459144,0.1303501945525292
BRA,2024-11-01,974,311.0,1.0,384.0,99.0,50.0,129.0,613,409.0,0.6293634496919918,0.7145790554414785,0.15297741273100615
BRA,2024-12-01,882,273.0,0.0,389.0,72.0,33.0,115.0,604,413.0,0.6848072562358276,0.7505668934240363,0.11904761904761904
COL,2018-01-01,235,71.0,20.0,99.0,3.0,2.0,40.0,214,103.0,0.9106382978723404,0.8085106382978723,0.02127659574468085
COL,2018-02-01,187,57.0,22.0,56.0,0.0,0.0,52.0,83,59.0,0.44385026737967914,0.7219251336898396,0.0
COL,2018-03-01,159,42.0,16.0,51.0,10.0,1.0,39.0,92,57.0,0.5786163522012578,0.6855345911949685,0.06918238993710692
COL,2018-04-01,247,56.0,14.0,105.0,5.0,0.0,67.0,152,106.0,0.6153846153846154,0.708502024291498,0.020242914979757085
COL,2018-05-01,189,43.0,17.0,85.0,6.0,0.0,38.0,115,93.0,0.6084656084656085,0.7671957671957672,0.031746031746031744
COL,2018-06-01,171,28.0,17.0,85.0,0.0,1.0,40.0,135,95.0,0.7894736842105263,0.7602339181286549,0.005847953216374269
COL,2018-07-01,184,37.0,21.0,93.0,1.0,0.0,32.0,127,100.0,0.6902173913043478,0.8206521739130435,0.005434782608695652
COL,2018-08-01,218,36.0,32.0,101.0,0.0,0.0,49.0,120,111.0,0.5504587155963303,0.7752293577981652,0.0
COL,2018-09-01,228,50.0,12.0,72.0,41.0,15.0,38.0,89,79.0,0.39035087719298245,0.5877192982456141,0.24561403508771928
COL,2018-10-01,319,38.0,16.0,74.0,128.0,20.0,43.0,132,78.0,0.41379310344827586,0.4012539184952978,0.46394984326018807
COL,2018-11-01,397,47.0,31.0,80.0,159.0,45.0,35.0,122,93.0,0.30730478589420657,0.3979848866498741,0.5138539042821159
COL,2018-12-01,264,30.0,24.0,98.0,53.0,38.0,21.0,122,114.0,0.4621212121212121,0.5757575757575758,0.3446969696969697
COL,2019-01-01,259,38.0,19.0,96.0,37.0,24.0,45.0,136,101.0,0.525096525096525,0.5907335907335908,0.23552123552123552
COL,2019-02-01,231,36.0,29.0,97.0,28.0,8.0,33.0,131,106.0,0.5670995670995671,0.7012987012987013,0.15584415584415584
COL,2019-03-01,327,63.0,38.0,100.0,66.0,10.0,50.0,170,110.0,0.5198776758409785,0.6146788990825688,0.2324159021406728
COL,2019-04-01,285,63.0,22.0,88.0,65.0,13.0,34.0,115,93.0,0.40350877192982454,0.6070175438596491,0.2736842105263158
COL,2019-05-01,284,44.0,18.0,106.0,66.0,19.0,31.0,134,113.0,0.47183098591549294,0.5915492957746479,0.2992957746478873
COL,2019-06-01,234,41.0,19.0,97.0,35.0,13.0,29.0,139,102.0,0.594017094017094,0.6709401709401709,0.20512820512820512
COL,2019-07-01,240,42.0,25.0,77.0,42.0,17.0,37.0,106,82.0,0.44166666666666665,0.6,0.24583333333333332
COL,2019-08-01,206,46.0,16.0,76.0,31.0,11.0,26.0,143,86.0,0.6941747572815534,0.6699029126213593,0.20388349514563106
COL,2019-09-01,195,47.0,14.0,63.0,35.0,15.0,21.0,104,66.0,0.5333333333333333,0.6358974358974359,0.2564102564102564
COL,2019-10-01,262,37.0,16.0,78.0,61.0,41.0,29.0,103,85.0,0.3931297709923664,0.5,0.3893129770992366
COL,2019-11-01,260,38.0,13.0,49.0,107.0,15.0,38.0,69,55.0,0.2653846153846154,0.38461538461538464,0.46923076923076923
COL,2019-12-01,157,19.0,16.0,44.0,49.0,11.0,18.0,80,51.0,0.5095541401273885,0.5031847133757962,0.3821656050955414
COL,2020-01-01,255,52.0,33.0,98.0,31.0,9.0,32.0,147,109.0,0.5764705882352941,0.7176470588235294,0.1568627450980392
COL,2020-02-01,277,50.0,35.0,78.0,46.0,14.0,54.0,104,85.0,0.37545126353790614,0.5884476534296029,0.21660649819494585
COL,2020-03-01,264,60.0,11.0,92.0,54.0,12.0,35.0,167,98.0,0.6325757575757576,0.6174242424242424,0.25
COL,2020-04-01,218,36.0,10.0,67.0,71.0,13.0,21.0,116,75.0,0.5321100917431193,0.518348623853211,0.3853211009174312
COL,2020-05-01,216,54.0,18.0,62.0,34.0,14.0,34.0,121,68.0,0.5601851851851852,0.6203703703703703,0.2222222222222222
COL,2020-06-01,229,58.0,6.0,70.0,62.0,7.0,26.0,131,72.0,0.5720524017467249,0.5851528384279476,0.30131004366812225
COL,2020-07-01,209,49.0,17.0,75.0,31.0,12.0,25.0,128,81.0,0.6124401913875598,0.6746411483253588,0.20574162679425836
COL,2020-08-01,227,42.0,24.0,81.0,46.0,12.0,22.0,146,90.0,0.6431718061674009,0.6475770925110133,0.2555066079295154
COL,2020-09-01,328,51.0,25.0,117.0,79.0,33.0,23.0,199,123.0,0.6067073170731707,0.5884146341463414,0.34146341463414637
COL,2020-10-01,257,44.0,11.0,78.0,103.0,5.0,16.0,104,81.0,0.4046692607003891,0.5175097276264592,0.42023346303501946
COL,2020-11-01,333,48.0,17.0,145.0,79.0,12.0,32.0,208,152.0,0.6246246246246246,0.6306306306306306,0.2732732732732733
COL,2020-12-01,275,33.0,11.0,145.0,50.0,10.0,26.0,198,150.0,0.72,0.6872727272727273,0.21818181818181817
COL,2021-01-01,306,60.0,10.0,126.0,64.0,15.0,31.0,173,135.0,0.565359477124183,0.6405228758169934,0.2581699346405229
