iso3,year_month,bis_govt_debt_securities_outstanding
RUS,2009-05-01,49.43321149532
RUS,2009-06-01,49.43321149532
RUS,2009-07-01,58.80175645415
RUS,2009-08-01,58.80175645415
RUS,2009-09-01,58.80175645415
RUS,2009-10-01,64.87594095176
RUS,2009-11-01,64.87594095176
RUS,2009-12-01,64.87594095176
RUS,2010-01-01,66.57858258714
RUS,2010-02-01,66.57858258714
RUS,2010-03-01,66.57858258714
RUS,2010-04-01,63.92908662018
RUS,2010-05-01,63.92908662018
RUS,2010-06-01,63.92908662018
RUS,2010-07-01,74.25320537634
RUS,2010-08-01,74.25320537634
RUS,2010-09-01,74.25320537634
RUS,2010-10-01,84.09711326135
RUS,2010-11-01,84.09711326135
RUS,2010-12-01,84.09711326135
RUS,2011-01-01,99.17539976033
RUS,2011-02-01,99.17539976033
RUS,2011-03-01,99.17539976033
RUS,2011-04-01,104.73981165451
RUS,2011-05-01,104.73981165451
RUS,2011-06-01,104.73981165451
RUS,2011-07-01,91.95570193687
RUS,2011-08-01,91.95570193687
RUS,2011-09-01,91.95570193687
RUS,2011-10-01,100.49913249991
RUS,2011-11-01,100.49913249991
RUS,2011-12-01,100.49913249991
RUS,2012-01-01,113.08289618308
RUS,2012-02-01,113.08289618308
RUS,2012-03-01,113.08289618308
RUS,2012-04-01,103.82234076495
RUS,2012-05-01,103.82234076495
RUS,2012-06-01,103.82234076495
RUS,2012-07-01,109.58645357357
RUS,2012-08-01,109.58645357357
RUS,2012-09-01,109.58645357357
RUS,2012-10-01,144.41465334077
RUS,2012-11-01,144.41465334077
RUS,2012-12-01,144.41465334077
RUS,2013-01-01,136.32986716765
RUS,2013-02-01,136.32986716765
RUS,2013-03-01,136.32986716765
RUS,2013-04-01,134.80572605128
RUS,2013-05-01,134.80572605128
RUS,2013-06-01,134.80572605128
RUS,2013-07-01,140.80533977537
RUS,2013-08-01,140.80533977537
RUS,2013-09-01,140.80533977537
RUS,2013-10-01,147.86854372784
RUS,2013-11-01,147.86854372784
RUS,2013-12-01,147.86854372784
RUS,2014-01-01,137.29037816374
RUS,2014-02-01,137.29037816374
RUS,2014-03-01,137.29037816374
RUS,2014-04-01,144.1999963365
RUS,2014-05-01,144.1999963365
RUS,2014-06-01,144.1999963365
RUS,2014-07-01,123.70833810582
RUS,2014-08-01,123.70833810582
RUS,2014-09-01,123.70833810582
RUS,2014-10-01,98.90345639941
RUS,2014-11-01,98.90345639941
RUS,2014-12-01,98.90345639941
RUS,2015-01-01,99.787278854
RUS,2015-02-01,99.787278854
RUS,2015-03-01,99.787278854
RUS,2015-04-01,105.2304676496
RUS,2015-05-01,105.2304676496
RUS,2015-06-01,105.2304676496
RUS,2015-07-01,89.16550394487
RUS,2015-08-01,89.16550394487
RUS,2015-09-01,89.16550394487
RUS,2015-10-01,81.14292447966
RUS,2015-11-01,81.14292447966
RUS,2015-12-01,81.14292447966
RUS,2016-01-01,91.27030889305
RUS,2016-02-01,91.27030889305
RUS,2016-03-01,91.27030889305
RUS,2016-04-01,97.142826097
RUS,2016-05-01,97.142826097
RUS,2016-06-01,97.142826097
RUS,2016-07-01,99.28630158597
RUS,2016-08-01,99.28630158597
RUS,2016-09-01,99.28630158597
RUS,2016-10-01,107.96795503206
RUS,2016-11-01,107.96795503206
RUS,2016-12-01,107.96795503206
RUS,2017-01-01,123.14304518388
RUS,2017-02-01,123.14304518388
RUS,2017-03-01,123.14304518388
RUS,2017-04-01,120.24190535823
RUS,2017-05-01,120.24190535823
RUS,2017-06-01,120.24190535823
RUS,2017-07-01,130.99297821159
RUS,2017-08-01,130.99297821159
RUS,2017-09-01,130.99297821159
RUS,2017-10-01,135.15536415317
RUS,2017-11-01,135.15536415317
RUS,2017-12-01,135.15536415317
RUS,2018-01-01,136.95800992744
RUS,2018-02-01,136.95800992744
RUS,2018-03-01,136.95800992744
RUS,2018-04-01,129.6388260851
RUS,2018-05-01,129.6388260851
RUS,2018-06-01,129.6388260851
RUS,2018-07-01,125.59726268198
RUS,2018-08-01,125.59726268198
RUS,2018-09-01,125.59726268198
RUS,2018-10-01,121.51007746313
RUS,2018-11-01,121.51007746313
RUS,2018-12-01,121.51007746313
RUS,2019-01-01,135.72572217973
RUS,2019-02-01,135.72572217973
RUS,2019-03-01,135.72572217973
RUS,2019-04-01,150.26239604222
RUS,2019-05-01,150.26239604222
RUS,2019-06-01,150.26239604222
RUS,2019-07-01,153.01036744745
RUS,2019-08-01,153.01036744745
RUS,2019-09-01,153.01036744745
RUS,2019-10-01,162.93954667417
RUS,2019-11-01,162.93954667417
RUS,2019-12-01,162.93954667417
RUS,2020-01-01,134.76202836073
RUS,2020-02-01,134.76202836073
RUS,2020-03-01,134.76202836073
RUS,2020-04-01,161.44208414256
RUS,2020-05-01,161.44208414256
RUS,2020-06-01,161.44208414256
RUS,2020-07-01,163.23999316015
RUS,2020-08-01,163.23999316015
RUS,2020-09-01,163.23999316015
RUS,2020-10-01,205.60761292452
RUS,2020-11-01,205.60761292452
RUS,2020-12-01,205.60761292452
RUS,2021-01-01,212.58167406567
RUS,2021-02-01,212.58167406567
RUS,2021-03-01,212.58167406567
RUS,2021-04-01,230.74118853559
RUS,2021-05-01,230.74118853559
RUS,2021-06-01,230.74118853559
RUS,2021-07-01,238.23924393953
RUS,2021-08-01,238.23924393953
RUS,2021-09-01,238.23924393953
RUS,2021-10-01,226.80445072802
RUS,2021-11-01,226.80445072802
RUS,2021-12-01,226.80445072802
RUS,2022-01-01,204.56099832194
RUS,2022-02-01,204.56099832194
RUS,2022-03-01,204.56099832194
RUS,2022-04-01,337.18802533328
RUS,2022-05-01,337.18802533328
RUS,2022-06-01,337.18802533328
RUS,2022-07-01,293.01332450839
RUS,2022-08-01,293.01332450839
RUS,2022-09-01,293.01332450839
RUS,2022-10-01,271.66090100003
RUS,2022-11-01,271.66090100003
RUS,2022-12-01,271.66090100003
RUS,2023-01-01,260.99168075261
RUS,2023-02-01,260.99168075261
RUS,2023-03-01,260.99168075261
RUS,2023-04-01,241.30919949767
RUS,2023-05-01,241.30919949767
RUS,2023-06-01,241.30919949767
RUS,2023-07-01,219.66257327184
RUS,2023-08-01,219.66257327184
RUS,2023-09-01,219.66257327184
RUS,2023-10-01,241.32598630627
RUS,2023-11-01,241.32598630627
RUS,2023-12-01,241.32598630627
RUS,2024-01-01,241.40949548464
RUS,2024-02-01,241.40949548464
RUS,2024-03-01,241.40949548464
RUS,2024-04-01,264.00121227814
RUS,2024-05-01,264.00121227814
RUS,2024-06-01,264.00121227814
RUS,2024-07-01,246.23957605127
RUS,2024-08-01,246.23957605127
RUS,2024-09-01,246.23957605127
RUS,2024-10-01,271.55753077462
RUS,2024-11-01,271.55753077462
RUS,2024-12-01,271.55753077462
TUR,2004-10-01,79.3612
TUR,2004-11-01,79.3612
TUR,2004-12-01,79.3612
TUR,2005-01-01,81.57986
TUR,2005-02-01,81.57986
TUR,2005-03-01,81.57986
TUR,2005-04-01,78.83317
TUR,2005-05-01,78.83317
TUR,2005-06-01,78.83317
TUR,2005-07-01,79.98397
TUR,2005-08-01,79.98397
TUR,2005-09-01,79.98397
TUR,2005-10-01,80.48268
TUR,2005-11-01,80.48268
TUR,2005-12-01,80.48268
TUR,2006-01-01,82.74036
TUR,2006-02-01,82.74036
TUR,2006-03-01,82.74036
TUR,2006-04-01,94.05689
TUR,2006-05-01,94.05689
TUR,2006-06-01,94.05689
TUR,2006-07-01,88.45626
TUR,2006-08-01,88.45626
TUR,2006-09-01,88.45626
TUR,2006-10-01,86.00649
TUR,2006-11-01,86.00649
TUR,2006-12-01,86.00649
TUR,2007-01-01,90.84182
TUR,2007-02-01,90.84182
TUR,2007-03-01,90.84182
TUR,2007-04-01,82.60403
TUR,2007-05-01,82.60403
TUR,2007-06-01,82.60403
TUR,2007-07-01,77.93234
TUR,2007-08-01,77.93234
TUR,2007-09-01,77.93234
TUR,2007-10-01,71.4841
TUR,2007-11-01,71.4841
TUR,2007-12-01,71.4841
TUR,2008-01-01,77.40804
TUR,2008-02-01,77.40804
TUR,2008-03-01,77.40804
TUR,2008-04-01,69.53997
TUR,2008-05-01,69.53997
TUR,2008-06-01,69.53997
TUR,2008-07-01,68.90947
TUR,2008-08-01,68.90947
TUR,2008-09-01,68.90947
TUR,2008-10-01,82.1132
TUR,2008-11-01,82.1132
TUR,2008-12-01,82.1132
TUR,2009-01-01,91.64967
TUR,2009-02-01,91.64967
TUR,2009-03-01,91.64967
TUR,2009-04-01,81.23022
TUR,2009-05-01,81.23022
TUR,2009-06-01,81.23022
TUR,2009-07-01,80.1012
TUR,2009-08-01,80.1012
TUR,2009-09-01,80.1012
TUR,2009-10-01,79.04881
TUR,2009-11-01,79.04881
TUR,2009-12-01,79.04881
TUR,2010-01-01,78.14417
TUR,2010-02-01,78.14417
TUR,2010-03-01,78.14417
TUR,2010-04-01,79.92648
TUR,2010-05-01,79.92648
TUR,2010-06-01,79.92648
TUR,2010-07-01,72.82392
TUR,2010-08-01,72.82392
TUR,2010-09-01,72.82392
TUR,2010-10-01,74.13519
TUR,2010-11-01,74.13519
TUR,2010-12-01,74.13519
TUR,2011-01-01,78.59956
TUR,2011-02-01,78.59956
TUR,2011-03-01,78.59956
TUR,2011-04-01,81.08688
TUR,2011-05-01,81.08688
TUR,2011-06-01,81.08688
TUR,2011-07-01,90.01742
TUR,2011-08-01,90.01742
TUR,2011-09-01,90.01742
TUR,2011-10-01,92.0531
TUR,2011-11-01,92.0531
TUR,2011-12-01,92.0531
TUR,2012-01-01,87.8292
TUR,2012-02-01,87.8292
TUR,2012-03-01,87.8292
TUR,2012-04-01,90.46523
TUR,2012-05-01,90.46523
TUR,2012-06-01,90.46523
TUR,2012-07-01,90.35834
TUR,2012-08-01,90.35834
TUR,2012-09-01,90.35834
TUR,2012-10-01,91.72601
TUR,2012-11-01,91.72601
TUR,2012-12-01,91.72601
TUR,2013-01-01,92.24135
TUR,2013-02-01,92.24135
TUR,2013-03-01,92.24135
TUR,2013-04-01,101.05731
TUR,2013-05-01,101.05731
TUR,2013-06-01,101.05731
TUR,2013-07-01,107.42247
TUR,2013-08-01,107.42247
TUR,2013-09-01,107.42247
TUR,2013-10-01,119.00694
TUR,2013-11-01,119.00694
TUR,2013-12-01,119.00694
TUR,2014-01-01,124.15773
TUR,2014-02-01,124.15773
TUR,2014-03-01,124.15773
TUR,2014-04-01,123.17855
TUR,2014-05-01,123.17855
TUR,2014-06-01,123.17855
TUR,2014-07-01,132.15777
TUR,2014-08-01,132.15777
TUR,2014-09-01,132.15777
TUR,2014-10-01,135.16054
TUR,2014-11-01,135.16054
TUR,2014-12-01,135.16054
TUR,2015-01-01,146.19467
TUR,2015-02-01,146.19467
TUR,2015-03-01,146.19467
TUR,2015-04-01,154.50078
TUR,2015-05-01,154.50078
TUR,2015-06-01,154.50078
TUR,2015-07-01,175.95109
TUR,2015-08-01,175.95109
TUR,2015-09-01,175.95109
TUR,2015-10-01,167.34521
TUR,2015-11-01,167.34521
TUR,2015-12-01,167.34521
TUR,2016-01-01,166.45887
TUR,2016-02-01,166.45887
TUR,2016-03-01,166.45887
TUR,2016-04-01,177.6924
TUR,2016-05-01,177.6924
TUR,2016-06-01,177.6924
TUR,2016-07-01,178.39488
TUR,2016-08-01,178.39488
TUR,2016-09-01,178.39488
TUR,2016-10-01,211.38608
TUR,2016-11-01,211.38608
TUR,2016-12-01,211.38608
TUR,2017-01-01,225.67852
TUR,2017-02-01,225.67852
TUR,2017-03-01,225.67852
TUR,2017-04-01,233.22402
TUR,2017-05-01,233.22402
TUR,2017-06-01,233.22402
TUR,2017-07-01,235.33133
TUR,2017-08-01,235.33133
TUR,2017-09-01,235.33133
TUR,2017-10-01,252.70576
TUR,2017-11-01,252.70576
TUR,2017-12-01,252.70576
TUR,2018-01-01,268.39185
TUR,2018-02-01,268.39185
TUR,2018-03-01,268.39185
TUR,2018-04-01,306.30383
TUR,2018-05-01,306.30383
TUR,2018-06-01,306.30383
TUR,2018-07-01,401.56193
TUR,2018-08-01,401.56193
TUR,2018-09-01,401.56193
TUR,2018-10-01,370.77915
TUR,2018-11-01,370.77915
TUR,2018-12-01,370.77915
TUR,2019-01-01,448.11135
TUR,2019-02-01,448.11135
TUR,2019-03-01,448.11135
TUR,2019-04-01,485.30635
TUR,2019-05-01,485.30635
TUR,2019-06-01,485.30635
TUR,2019-07-01,491.84592
TUR,2019-08-01,491.84592
TUR,2019-09-01,491.84592
TUR,2019-10-01,537.73797
TUR,2019-11-01,537.73797
TUR,2019-12-01,537.73797
TUR,2020-01-01,644.90668
TUR,2020-02-01,644.90668
TUR,2020-03-01,644.90668
TUR,2020-04-01,679.98495
TUR,2020-05-01,679.98495
TUR,2020-06-01,679.98495
TUR,2020-07-01,882.45696
TUR,2020-08-01,882.45696
TUR,2020-09-01,882.45696
TUR,2020-10-01,869.07233
TUR,2020-11-01,869.07233
TUR,2020-12-01,869.07233
TUR,2021-01-01,959.06147
TUR,2021-02-01,959.06147
TUR,2021-03-01,959.06147
TUR,2021-04-01,1013.04158
TUR,2021-05-01,1013.04158
TUR,2021-06-01,1013.04158
TUR,2021-07-01,1048.45609
TUR,2021-08-01,1048.45609
TUR,2021-09-01,1048.45609
TUR,2021-10-01,1492.44187
TUR,2021-11-01,1492.44187
TUR,2021-12-01,1492.44187
TUR,2022-01-01,1692.77296
TUR,2022-02-01,1692.77296
TUR,2022-03-01,1692.77296
TUR,2022-04-01,1911.44873
TUR,2022-05-01,1911.44873
TUR,2022-06-01,1911.44873
TUR,2022-07-01,2010.09187
TUR,2022-08-01,2010.09187
TUR,2022-09-01,2010.09187
TUR,2022-10-01,2185.57209
TUR,2022-11-01,2185.57209
TUR,2022-12-01,2185.57209
TUR,2023-01-01,2328.92958
TUR,2023-02-01,2328.92958
TUR,2023-03-01,2328.92958
TUR,2023-04-01,3139.40557
TUR,2023-05-01,3139.40557
TUR,2023-06-01,3139.40557
TUR,2023-07-01,3252.36213
TUR,2023-08-01,3252.36213
TUR,2023-09-01,3252.36213
TUR,2023-10-01,3585.89629
TUR,2023-11-01,3585.89629
TUR,2023-12-01,3585.89629
TUR,2024-01-01,3990.7288
TUR,2024-02-01,3990.7288
TUR,2024-03-01,3990.7288
TUR,2024-04-01,3877.03092
TUR,2024-05-01,3877.03092
TUR,2024-06-01,3877.03092
TUR,2024-07-01,4063.20438
TUR,2024-08-01,4063.20438
TUR,2024-09-01,4063.20438
TUR,2024-10-01,4281.48984
TUR,2024-11-01,4281.48984
TUR,2024-12-01,4281.48984
ZAF,2000-01-01,3.88129501923
ZAF,2000-02-01,3.88129501923
ZAF,2000-03-01,3.88129501923
ZAF,2000-04-01,3.89037592678
ZAF,2000-05-01,3.89037592678
ZAF,2000-06-01,3.89037592678
ZAF,2000-07-01,3.77332233325
ZAF,2000-08-01,3.77332233325
ZAF,2000-09-01,3.77332233325
ZAF,2000-10-01,3.79115739465
ZAF,2000-11-01,3.79115739465
ZAF,2000-12-01,3.79115739465
ZAF,2001-01-01,3.686471
ZAF,2001-02-01,3.686471
ZAF,2001-03-01,3.686471
ZAF,2001-04-01,4.32093297372
ZAF,2001-05-01,4.32093297372
ZAF,2001-06-01,4.32093297372
ZAF,2001-07-01,4.94685435469
ZAF,2001-08-01,4.94685435469
ZAF,2001-09-01,4.94685435469
ZAF,2001-10-01,4.90762910671
ZAF,2001-11-01,4.90762910671
ZAF,2001-12-01,4.90762910671
ZAF,2002-01-01,5.00742877281
ZAF,2002-02-01,5.00742877281
ZAF,2002-03-01,5.00742877281
ZAF,2002-04-01,6.36680979175
ZAF,2002-05-01,6.36680979175
ZAF,2002-06-01,6.36680979175
ZAF,2002-07-01,6.31317428857
ZAF,2002-08-01,6.31317428857
ZAF,2002-09-01,6.31317428857
ZAF,2002-10-01,6.47668663675
ZAF,2002-11-01,6.47668663675
ZAF,2002-12-01,6.47668663675
ZAF,2003-01-01,6.50850236652
ZAF,2003-02-01,6.50850236652
ZAF,2003-03-01,6.50850236652
ZAF,2003-04-01,8.02828845289
ZAF,2003-05-01,8.02828845289
ZAF,2003-06-01,8.02828845289
ZAF,2003-07-01,8.167397246
ZAF,2003-08-01,8.167397246
ZAF,2003-09-01,8.167397246
ZAF,2003-10-01,8.24655676462
ZAF,2003-11-01,8.24655676462
ZAF,2003-12-01,8.24655676462
ZAF,2004-01-01,8.14978596057
ZAF,2004-02-01,8.14978596057
ZAF,2004-03-01,8.14978596057
ZAF,2004-04-01,8.68768302827
ZAF,2004-05-01,8.68768302827
ZAF,2004-06-01,8.68768302827
ZAF,2004-07-01,8.71829198348
ZAF,2004-08-01,8.71829198348
ZAF,2004-09-01,8.71829198348
ZAF,2004-10-01,8.70876263003
ZAF,2004-11-01,8.70876263003
ZAF,2004-12-01,8.70876263003
ZAF,2005-01-01,8.52054516166
ZAF,2005-02-01,8.52054516166
ZAF,2005-03-01,8.52054516166
ZAF,2005-04-01,8.3029798326
ZAF,2005-05-01,8.3029798326
ZAF,2005-06-01,8.3029798326
ZAF,2005-07-01,8.22634362452
ZAF,2005-08-01,8.22634362452
ZAF,2005-09-01,8.22634362452
ZAF,2005-10-01,8.15923768516
ZAF,2005-11-01,8.15923768516
ZAF,2005-12-01,8.15923768516
ZAF,2006-01-01,8.04897810312
ZAF,2006-02-01,8.04897810312
ZAF,2006-03-01,8.04897810312
ZAF,2006-04-01,8.47621053296
ZAF,2006-05-01,8.47621053296
ZAF,2006-06-01,8.47621053296
ZAF,2006-07-01,8.48337957097
ZAF,2006-08-01,8.48337957097
ZAF,2006-09-01,8.48337957097
ZAF,2006-10-01,8.27152909032
ZAF,2006-11-01,8.27152909032
ZAF,2006-12-01,8.27152909032
ZAF,2007-01-01,8.06463633916
ZAF,2007-02-01,8.06463633916
ZAF,2007-03-01,8.06463633916
ZAF,2007-04-01,7.86124304647
ZAF,2007-05-01,7.86124304647
ZAF,2007-06-01,7.86124304647
ZAF,2007-07-01,7.56220240297
ZAF,2007-08-01,7.56220240297
ZAF,2007-09-01,7.56220240297
ZAF,2007-10-01,7.70929653744
ZAF,2007-11-01,7.70929653744
ZAF,2007-12-01,7.70929653744
ZAF,2008-01-01,8.03276804791
ZAF,2008-02-01,8.03276804791
ZAF,2008-03-01,8.03276804791
ZAF,2008-04-01,7.45771795588
ZAF,2008-05-01,7.45771795588
ZAF,2008-06-01,7.45771795588
ZAF,2008-07-01,7.1818104257
ZAF,2008-08-01,7.1818104257
ZAF,2008-09-01,7.1818104257
ZAF,2008-10-01,7.17012178373
ZAF,2008-11-01,7.17012178373
ZAF,2008-12-01,7.17012178373
ZAF,2009-01-01,7.03603467592
ZAF,2009-02-01,7.03603467592
ZAF,2009-03-01,7.03603467592
ZAF,2009-04-01,8.07432136597
ZAF,2009-05-01,8.07432136597
ZAF,2009-06-01,8.07432136597
ZAF,2009-07-01,8.73070135355
ZAF,2009-08-01,8.73070135355
ZAF,2009-09-01,8.73070135355
ZAF,2009-10-01,8.64925511828
ZAF,2009-11-01,8.64925511828
ZAF,2009-12-01,8.64925511828
ZAF,2010-01-01,10.50843851155
ZAF,2010-02-01,10.50843851155
ZAF,2010-03-01,10.50843851155
ZAF,2010-04-01,10.26470056147
ZAF,2010-05-01,10.26470056147
ZAF,2010-06-01,10.26470056147
ZAF,2010-07-01,10.57203768609
ZAF,2010-08-01,10.57203768609
ZAF,2010-09-01,10.57203768609
ZAF,2010-10-01,10.54538127119
ZAF,2010-11-01,10.54538127119
ZAF,2010-12-01,10.54538127119
ZAF,2011-01-01,11.45616251276
ZAF,2011-02-01,11.45616251276
ZAF,2011-03-01,11.45616251276
ZAF,2011-04-01,11.5237857421
ZAF,2011-05-01,11.5237857421
ZAF,2011-06-01,11.5237857421
ZAF,2011-07-01,11.37759580124
ZAF,2011-08-01,11.37759580124
ZAF,2011-09-01,11.37759580124
ZAF,2011-10-01,11.30553676358
ZAF,2011-11-01,11.30553676358
ZAF,2011-12-01,11.30553676358
ZAF,2012-01-01,12.81167154802
ZAF,2012-02-01,12.81167154802
ZAF,2012-03-01,12.81167154802
ZAF,2012-04-01,11.62937621156
ZAF,2012-05-01,11.62937621156
ZAF,2012-06-01,11.62937621156
ZAF,2012-07-01,11.66678100991
ZAF,2012-08-01,11.66678100991
ZAF,2012-09-01,11.66678100991
ZAF,2012-10-01,11.76506598476
ZAF,2012-11-01,11.76506598476
ZAF,2012-12-01,11.76506598476
ZAF,2013-01-01,11.54705290534
ZAF,2013-02-01,11.54705290534
ZAF,2013-03-01,11.54705290534
ZAF,2013-04-01,9.98102907724
ZAF,2013-05-01,9.98102907724
ZAF,2013-06-01,9.98102907724
ZAF,2013-07-01,12.04651555421
ZAF,2013-08-01,12.04651555421
ZAF,2013-09-01,12.04651555421
ZAF,2013-10-01,11.91374774059
ZAF,2013-11-01,11.91374774059
ZAF,2013-12-01,11.91374774059
ZAF,2014-01-01,12.0049900509
ZAF,2014-02-01,12.0049900509
ZAF,2014-03-01,12.0049900509
ZAF,2014-04-01,11.02236559342
ZAF,2014-05-01,11.02236559342
ZAF,2014-06-01,11.02236559342
ZAF,2014-07-01,13.01222672766
ZAF,2014-08-01,13.01222672766
ZAF,2014-09-01,13.01222672766
ZAF,2014-10-01,12.93415555935
ZAF,2014-11-01,12.93415555935
ZAF,2014-12-01,12.93415555935
ZAF,2015-01-01,12.70749715938
ZAF,2015-02-01,12.70749715938
ZAF,2015-03-01,12.70749715938
ZAF,2015-04-01,12.78510049365
ZAF,2015-05-01,12.78510049365
ZAF,2015-06-01,12.78510049365
ZAF,2015-07-01,12.83071937286
ZAF,2015-08-01,12.83071937286
ZAF,2015-09-01,12.83071937286
ZAF,2015-10-01,12.77273220707
ZAF,2015-11-01,12.77273220707
ZAF,2015-12-01,12.77273220707
ZAF,2016-01-01,12.8385549415
ZAF,2016-02-01,12.8385549415
ZAF,2016-03-01,12.8385549415
ZAF,2016-04-01,13.24793330314
ZAF,2016-05-01,13.24793330314
ZAF,2016-06-01,13.24793330314
ZAF,2016-07-01,13.28471481421
ZAF,2016-08-01,13.28471481421
ZAF,2016-09-01,13.28471481421
ZAF,2016-10-01,15.50819245356
ZAF,2016-11-01,15.50819245356
ZAF,2016-12-01,15.50819245356
ZAF,2017-01-01,15.52388248594
ZAF,2017-02-01,15.52388248594
ZAF,2017-03-01,15.52388248594
ZAF,2017-04-01,15.36866186465
ZAF,2017-05-01,15.36866186465
ZAF,2017-06-01,15.36866186465
ZAF,2017-07-01,17.98502099749
ZAF,2017-08-01,17.98502099749
ZAF,2017-09-01,17.98502099749
ZAF,2017-10-01,17.96234737585
ZAF,2017-11-01,17.96234737585
ZAF,2017-12-01,17.96234737585
ZAF,2018-01-01,18.04835239443
ZAF,2018-02-01,18.04835239443
ZAF,2018-03-01,18.04835239443
ZAF,2018-04-01,19.99912430679
ZAF,2018-05-01,19.99912430679
ZAF,2018-06-01,19.99912430679
ZAF,2018-07-01,19.94414124456
ZAF,2018-08-01,19.94414124456
ZAF,2018-09-01,19.94414124456
ZAF,2018-10-01,19.98752685304
ZAF,2018-11-01,19.98752685304
ZAF,2018-12-01,19.98752685304
ZAF,2019-01-01,19.98557857411
ZAF,2019-02-01,19.98557857411
ZAF,2019-03-01,19.98557857411
ZAF,2019-04-01,18.24958503749
ZAF,2019-05-01,18.24958503749
ZAF,2019-06-01,18.24958503749
ZAF,2019-07-01,23.22356003001
ZAF,2019-08-01,23.22356003001
ZAF,2019-09-01,23.22356003001
ZAF,2019-10-01,23.20122659401
ZAF,2019-11-01,23.20122659401
ZAF,2019-12-01,23.20122659401
ZAF,2020-01-01,21.59050044332
ZAF,2020-02-01,21.59050044332
ZAF,2020-03-01,21.59050044332
ZAF,2020-04-01,20.80641893679
ZAF,2020-05-01,20.80641893679
ZAF,2020-06-01,20.80641893679
ZAF,2020-07-01,20.88221284161
ZAF,2020-08-01,20.88221284161
ZAF,2020-09-01,20.88221284161
ZAF,2020-10-01,20.90384880936
ZAF,2020-11-01,20.90384880936
ZAF,2020-12-01,20.90384880936
ZAF,2021-01-01,20.85931191636
ZAF,2021-02-01,20.85931191636
ZAF,2021-03-01,20.85931191636
ZAF,2021-04-01,20.83355800317
ZAF,2021-05-01,20.83355800317
ZAF,2021-06-01,20.83355800317
ZAF,2021-07-01,20.57330808702
ZAF,2021-08-01,20.57330808702
ZAF,2021-09-01,20.57330808702
ZAF,2021-10-01,20.50579493033
ZAF,2021-11-01,20.50579493033
ZAF,2021-12-01,20.50579493033
ZAF,2022-01-01,20.56986792496
ZAF,2022-02-01,20.56986792496
ZAF,2022-03-01,20.56986792496
ZAF,2022-04-01,22.49482008322
ZAF,2022-05-01,22.49482008322
ZAF,2022-06-01,22.49482008322
ZAF,2022-07-01,22.48205831656
ZAF,2022-08-01,22.48205831656
ZAF,2022-09-01,22.48205831656
ZAF,2022-10-01,22.56631741949
ZAF,2022-11-01,22.56631741949
ZAF,2022-12-01,22.56631741949
ZAF,2023-01-01,22.59462333029
ZAF,2023-02-01,22.59462333029
ZAF,2023-03-01,22.59462333029
ZAF,2023-04-01,22.5246208345
ZAF,2023-05-01,22.5246208345
ZAF,2023-06-01,22.5246208345
ZAF,2023-07-01,22.43013855552
ZAF,2023-08-01,22.43013855552
ZAF,2023-09-01,22.43013855552
ZAF,2023-10-01,22.75115451884
ZAF,2023-11-01,22.75115451884
ZAF,2023-12-01,22.75115451884
ZAF,2024-01-01,21.05020913052
ZAF,2024-02-01,21.05020913052
ZAF,2024-03-01,21.05020913052
ZAF,2024-04-01,21.03598909509
ZAF,2024-05-01,21.03598909509
ZAF,2024-06-01,21.03598909509
ZAF,2024-07-01,20.98833110416
ZAF,2024-08-01,20.98833110416
ZAF,2024-09-01,20.98833110416
ZAF,2024-10-01,24.29668591498
ZAF,2024-11-01,24.29668591498
ZAF,2024-12-01,24.29668591498
