iso3,year_month,weo_is_annual,weo_current_account_gdp,weo_fiscal_balance_gdp,weo_gdp_growth,weo_gdp_per_capita_ppp,weo_govt_debt_gdp,weo_inflation,weo_unemployment
ARG,2000-01-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-02-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-03-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-04-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-05-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-06-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-07-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-08-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-09-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-10-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-11-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2000-12-01,True,-2.878,-3.417,-0.789,22541.912,40.833,-0.734,17.134
ARG,2001-01-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-02-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-03-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-04-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-05-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-06-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-07-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-08-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-09-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-10-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-11-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2001-12-01,True,-1.316,-5.364,-4.409,21332.146,48.007,-1.544,19.209
ARG,2002-01-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-02-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-03-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-04-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-05-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-06-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-07-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-08-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-09-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-10-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-11-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2002-12-01,True,7.666,-1.91,-10.894,18826.007,147.203,40.953,22.45
ARG,2003-01-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-02-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-03-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-04-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-05-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-06-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-07-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-08-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-09-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-10-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-11-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2003-12-01,True,5.597,1.5,8.955,20320.153,125.162,3.656,17.25
ARG,2004-01-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-02-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-03-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-04-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-05-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-06-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-07-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-08-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-09-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-10-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-11-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2004-12-01,True,1.798,3.967,8.911,21924.626,117.878,6.101,13.625
ARG,2005-01-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-02-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-03-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-04-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-05-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-06-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-07-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-08-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-09-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-10-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-11-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2005-12-01,True,2.473,3.341,8.852,23638.925,80.282,12.327,11.575
ARG,2006-01-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-02-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-03-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-04-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-05-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-06-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-07-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-08-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-09-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-10-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-11-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2006-12-01,True,2.791,1.65,8.047,25293.143,70.793,9.841,10.175
ARG,2007-01-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-02-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-03-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-04-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-05-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-06-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-07-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-08-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-09-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-10-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-11-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2007-12-01,True,2.101,0.757,9.008,27301.205,62.133,8.468,8.475
ARG,2008-01-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-02-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-03-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-04-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-05-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-06-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-07-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-08-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-09-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-10-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-11-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2008-12-01,True,1.491,0.352,4.057,28130.67,53.814,7.238,7.875
ARG,2009-01-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-02-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-03-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-04-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-05-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-06-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-07-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-08-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-09-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-10-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-11-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2009-12-01,True,2.167,-1.83,-5.919,26209.355,55.397,7.695,8.675
ARG,2010-01-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-02-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-03-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-04-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-05-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-06-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-07-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-08-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-09-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-10-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-11-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2010-12-01,True,-0.382,-1.393,10.125,28400.347,43.454,10.923,7.75
ARG,2011-01-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-02-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-03-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-04-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-05-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-06-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-07-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-08-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-09-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-10-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-11-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2011-12-01,True,-1.012,-2.746,6.004,29760.349,38.935,9.508,7.15
ARG,2012-01-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-02-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-03-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-04-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-05-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-06-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-07-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-08-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-09-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-10-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-11-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2012-12-01,True,-0.369,-3.018,-1.026,29121.905,40.436,10.842,7.2
ARG,2013-01-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-02-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-03-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-04-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-05-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-06-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-07-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-08-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-09-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-10-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-11-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2013-12-01,True,-2.147,-3.254,2.405,29490.497,43.496,10.946,7.075
ARG,2014-01-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-02-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-03-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-04-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-05-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-06-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-07-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-08-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-09-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-10-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-11-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2014-12-01,True,-1.629,-4.252,-2.513,28435.156,44.697,23.915,7.25
ARG,2015-01-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-02-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-03-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-04-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-05-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-06-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-07-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-08-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-09-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-10-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-11-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2015-12-01,True,-2.743,-6.001,2.731,28898.553,52.563,,6.533
ARG,2016-01-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-02-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-03-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-04-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-05-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-06-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-07-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-08-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-09-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-10-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-11-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2016-12-01,True,-2.713,-6.655,-2.08,27999.79,53.06,,8.467
ARG,2017-01-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-02-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-03-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-04-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-05-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-06-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-07-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-08-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-09-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-10-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-11-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2017-12-01,True,-4.838,-6.693,2.819,28491.928,57.028,24.796,8.35
ARG,2018-01-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-02-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-03-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-04-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-05-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-06-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-07-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-08-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-09-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-10-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-11-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2018-12-01,True,-5.164,-5.441,-2.617,27465.76,85.246,47.646,9.2
ARG,2019-01-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-02-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-03-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-04-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-05-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-06-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-07-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-08-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-09-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-10-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-11-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2019-12-01,True,-0.781,-4.445,-2.001,26650.147,89.84,53.832,9.825
ARG,2020-01-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-02-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-03-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-04-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-05-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-06-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-07-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-08-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-09-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-10-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-11-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2020-12-01,True,0.698,-8.674,-9.9,23779.853,103.816,36.141,11.55
ARG,2021-01-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-02-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-03-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-04-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-05-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-06-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-07-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-08-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-09-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-10-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-11-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2021-12-01,True,1.363,-4.333,10.442,26015.237,81.043,50.942,8.75
ARG,2022-01-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-02-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-03-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-04-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-05-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-06-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-07-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-08-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-09-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-10-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-11-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2022-12-01,True,-0.626,-3.836,6.021,27327.367,84.303,94.793,6.825
ARG,2023-01-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-02-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-03-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-04-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-05-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-06-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-07-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-08-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-09-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-10-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-11-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2023-12-01,True,-3.198,-5.33,-1.856,26578.928,154.601,211.408,6.125
ARG,2024-01-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-02-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-03-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-04-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-05-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-06-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-07-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-08-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-09-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-10-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-11-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
ARG,2024-12-01,True,0.894,0.458,-1.343,25962.367,84.653,117.764,7.15
BRA,2000-01-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-02-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-03-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-04-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-05-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-06-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-07-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-08-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-09-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-10-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-11-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2000-12-01,True,-4.048,,4.388,8333.612,62.198,7.044,10.53
BRA,2001-01-01,True,-4.445,-3.468,1.39,8527.042,67.331,6.84,10.65
BRA,2001-02-01,True,-4.445,-3.468,1.39,8527.042,67.331,6.84,10.65
BRA,2001-03-01,True,-4.445,-3.468,1.39,8527.042,67.331,6.84,10.65
BRA,2001-04-01,True,-4.445,-3.468,1.39,8527.042,67.331,6.84,10.65
BRA,2001-05-01,True,-4.445,-3.468,1.39,8527.042,67.331,6.84,10.65
BRA,2001-06-01,True,-4.445,-3.468,1.39,8527.042,67.331,6.84,10.65
BRA,2001-07-01,True,-4.445,-3.468,1.39,8527.042,67.331,6.84,10.65
